GAME_ORDER,YEAR,DATE,GAME_NUMBER,WEEK,PLAYER,AGE,TEAM,OPPONENT,RESULT,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,RUSHING_1D,RUSHING_YBC,RUSHING_YBC_ATT,RUSHING_YAC,RUSHING_YAC_ATT,RUSHING_BRKTKL,RUSHING_ATT_BR,RECEIVING_TGT,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TD,RECEIVING_1D,RECEIVING_YBC,RECEIVING_YBC_R,RECEIVING_YAC,RECEIVING_YAC_R,RECEIVING_ADOT,RECEIVING_BRKTKL,RECEIVING_REC_BR,RECEIVING_DROP,RECEIVING_DROP_PCT,RECEIVING_INT,RECEIVING_RAT,PASSING_CMP,PASSING_ATT,PASSING_CMP_PCT,PASSING_YDS,PASSING_TD,PASSING_INT,PASSING_RATE,PASSING_SK,PASSING_YDS1,PASSING_Y_A,PASSING_AY_A,PPR
0.0,2018.0,2018-09-09,1.0,1.0,Christian McCaffrey,22.094,CAR,DAL,W 16-8,10.0,50.0,0.0,2.0,33.0,3.3,17.0,1.7,3.0,3.3,9.0,6.0,45.0,0.0,3.0,-1.0,-0.2,46.0,7.7,3.3,1.0,6.0,0.0,0.0,0.0,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5
1.0,2018.0,2018-09-16,2.0,2.0,Christian McCaffrey,22.101,CAR,ATL,L 24-31,8.0,37.0,0.0,2.0,16.0,2.0,21.0,2.6,1.0,8.0,15.0,14.0,102.0,0.0,6.0,6.0,0.4,96.0,6.9,-0.1,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.900000000000002
2.0,2018.0,2018-09-23,3.0,3.0,Christian McCaffrey,22.108,CAR,CIN,W 31-21,28.0,184.0,0.0,7.0,139.0,5.0,45.0,1.6,2.0,14.0,2.0,2.0,10.0,0.0,1.0,1.0,0.5,9.0,4.5,0.5,1.0,2.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.400000000000002
3.0,2018.0,2018-10-07,4.0,5.0,Christian McCaffrey,22.122,CAR,NYG,W 33-31,17.0,58.0,0.0,3.0,41.0,2.4,17.0,1.0,0.0,0.0,6.0,5.0,35.0,1.0,2.0,-11.0,-2.2,46.0,9.2,-1.0,0.0,0.0,0.0,0.0,0.0,130.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3
4.0,2018.0,2018-10-14,5.0,6.0,Christian McCaffrey,22.129,CAR,WAS,L 17-23,8.0,20.0,0.0,0.0,15.0,1.9,5.0,0.6,0.0,0.0,8.0,7.0,46.0,0.0,2.0,8.0,1.1,38.0,5.4,3.0,0.0,0.0,0.0,0.0,0.0,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.600000000000001
5.0,2018.0,2018-10-21,6.0,7.0,Christian McCaffrey,22.136,CAR,PHI,W 21-17,7.0,29.0,0.0,2.0,21.0,3.0,8.0,1.1,0.0,0.0,6.0,6.0,51.0,0.0,1.0,-22.0,-3.7,73.0,12.2,-3.7,0.0,0.0,0.0,0.0,0.0,102.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.000000000000002
6.0,2018.0,2018-10-28,7.0,8.0,Christian McCaffrey,22.143,CAR,BAL,W 36-21,14.0,45.0,1.0,4.0,20.0,1.4,25.0,1.8,0.0,0.0,6.0,4.0,11.0,1.0,2.0,4.0,1.0,7.0,1.8,0.5,0.0,0.0,0.0,0.0,0.0,109.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6
7.0,2018.0,2018-11-04,8.0,9.0,Christian McCaffrey,22.15,CAR,TAM,W 42-28,17.0,79.0,2.0,3.0,31.0,1.8,48.0,2.8,2.0,8.5,6.0,5.0,78.0,0.0,2.0,-4.0,-0.8,82.0,16.4,-0.7,1.0,5.0,0.0,0.0,0.0,118.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7
8.0,2018.0,2018-11-08,9.0,10.0,Christian McCaffrey,22.154,CAR,PIT,L 21-52,14.0,77.0,1.0,4.0,45.0,3.2,32.0,2.3,1.0,14.0,5.0,5.0,61.0,2.0,2.0,4.0,0.8,57.0,11.4,0.8,0.0,0.0,0.0,0.0,0.0,157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8
9.0,2018.0,2018-11-18,10.0,11.0,Christian McCaffrey,22.164,CAR,DET,L 19-20,13.0,53.0,0.0,4.0,28.0,2.2,25.0,1.9,0.0,0.0,8.0,6.0,57.0,0.0,1.0,17.0,2.8,40.0,6.7,2.8,0.0,0.0,0.0,0.0,0.0,94.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
10.0,2018.0,2018-11-25,11.0,12.0,Christian McCaffrey,22.171,CAR,SEA,L 27-30,17.0,125.0,1.0,5.0,102.0,6.0,23.0,1.4,0.0,0.0,11.0,11.0,112.0,1.0,6.0,-10.0,-0.9,122.0,11.1,-0.9,0.0,0.0,0.0,0.0,0.0,139.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7
11.0,2018.0,2018-12-02,12.0,13.0,Christian McCaffrey,22.178,CAR,TAM,L 17-24,10.0,106.0,0.0,5.0,40.0,4.0,66.0,6.6,0.0,0.0,10.0,9.0,55.0,1.0,3.0,11.0,1.2,44.0,4.9,1.4,0.0,0.0,0.0,0.0,0.0,122.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1
12.0,2018.0,2018-12-09,13.0,14.0,Christian McCaffrey,22.185,CAR,CLE,L 20-26,16.0,63.0,2.0,3.0,9.0,0.6,54.0,3.4,1.0,16.0,7.0,6.0,38.0,0.0,2.0,-12.0,-2.0,50.0,8.3,-1.7,0.0,0.0,0.0,0.0,0.0,89.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1
13.0,2018.0,2018-12-17,14.0,15.0,Christian McCaffrey,22.193,CAR,NOR,L 9-12,15.0,53.0,0.0,2.0,27.0,1.8,26.0,1.7,2.0,7.5,11.0,8.0,67.0,0.0,3.0,23.0,2.9,44.0,5.5,3.9,1.0,8.0,1.0,9.1,0.0,88.1,1.0,1.0,100.0,50.0,1.0,0.0,158.3,0.0,0.0,50.0,70.0,26.0
14.0,2018.0,2018-12-23,15.0,16.0,Christian McCaffrey,22.199,CAR,ATL,L 10-24,21.0,101.0,0.0,5.0,57.0,2.7,44.0,2.1,2.0,10.5,13.0,12.0,77.0,0.0,4.0,7.0,0.6,70.0,5.8,0.8,3.0,4.0,0.0,0.0,0.0,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8
15.0,2018.0,2018-12-30,16.0,17.0,Christian McCaffrey,22.206,CAR,NOR,W 33-14,4.0,18.0,0.0,2.0,9.0,2.3,9.0,2.3,0.0,0.0,1.0,1.0,22.0,0.0,1.0,-5.0,-5.0,27.0,27.0,-5.0,0.0,0.0,0.0,0.0,0.0,118.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
16.0,2019.0,2019-09-08,1.0,1.0,Christian McCaffrey,23.093,CAR,LAR,L 27-30,19.0,128.0,2.0,7.0,60.0,3.2,68.0,3.6,4.0,4.8,11.0,10.0,81.0,0.0,3.0,26.0,2.6,55.0,5.5,2.2,1.0,10.0,0.0,0.0,0.0,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.900000000000006
17.0,2019.0,2019-09-12,2.0,2.0,Christian McCaffrey,23.097,CAR,TAM,L 14-20,16.0,37.0,0.0,2.0,10.0,0.6,27.0,1.7,3.0,5.3,6.0,2.0,16.0,0.0,2.0,-1.0,-0.5,17.0,8.5,0.3,0.0,0.0,0.0,0.0,0.0,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.300000000000001
18.0,2019.0,2019-09-22,3.0,3.0,Christian McCaffrey,23.107,CAR,ARI,W 38-20,24.0,153.0,1.0,3.0,78.0,3.3,75.0,3.1,0.0,0.0,4.0,3.0,35.0,0.0,2.0,5.0,1.7,30.0,10.0,2.8,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8
19.0,2019.0,2019-09-29,4.0,4.0,Christian McCaffrey,23.114,CAR,HOU,W 16-10,27.0,93.0,1.0,3.0,37.0,1.4,56.0,2.1,1.0,27.0,10.0,10.0,86.0,0.0,6.0,-13.0,-1.3,99.0,9.9,-1.3,2.0,5.0,0.0,0.0,0.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.900000000000006
20.0,2019.0,2019-10-06,5.0,5.0,Christian McCaffrey,23.121,CAR,JAX,W 34-27,19.0,176.0,2.0,6.0,134.0,7.1,42.0,2.2,1.0,19.0,8.0,6.0,61.0,1.0,4.0,-7.0,-1.2,68.0,11.3,2.8,0.0,0.0,0.0,0.0,0.0,135.9,0.0,1.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,47.7
21.0,2019.0,2019-10-13,6.0,6.0,Christian McCaffrey,23.128,CAR,TAM,W 37-26,22.0,31.0,1.0,1.0,0.0,0.0,31.0,1.4,0.0,0.0,5.0,4.0,26.0,1.0,1.0,-11.0,-2.8,37.0,9.3,-2.6,1.0,4.0,0.0,0.0,0.0,127.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7
22.0,2019.0,2019-10-27,7.0,8.0,Christian McCaffrey,23.142,CAR,SFO,L 13-51,14.0,117.0,1.0,4.0,93.0,6.6,24.0,1.7,1.0,14.0,5.0,4.0,38.0,0.0,1.0,10.0,2.5,28.0,7.0,2.4,0.0,0.0,1.0,20.0,0.0,98.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5
23.0,2019.0,2019-11-03,8.0,9.0,Christian McCaffrey,23.149,CAR,TEN,W 30-20,24.0,146.0,2.0,5.0,130.0,5.4,16.0,0.7,2.0,12.0,3.0,3.0,20.0,1.0,3.0,6.0,2.0,14.0,4.7,2.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6
24.0,2019.0,2019-11-10,9.0,10.0,Christian McCaffrey,23.156,CAR,GNB,L 16-24,20.0,108.0,1.0,5.0,87.0,4.4,21.0,1.1,0.0,0.0,7.0,6.0,33.0,0.0,3.0,-10.0,-1.7,43.0,7.2,-1.1,0.0,0.0,0.0,0.0,0.0,86.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1
25.0,2019.0,2019-11-17,10.0,11.0,Christian McCaffrey,23.163,CAR,ATL,L 3-29,14.0,70.0,0.0,2.0,37.0,2.6,33.0,2.4,2.0,7.0,15.0,11.0,121.0,0.0,5.0,29.0,2.6,92.0,8.4,3.1,2.0,5.5,1.0,6.7,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1
26.0,2019.0,2019-11-24,11.0,12.0,Christian McCaffrey,23.17,CAR,NOR,L 31-34,22.0,64.0,1.0,3.0,33.0,1.5,31.0,1.4,0.0,0.0,9.0,9.0,69.0,1.0,7.0,-2.0,-0.2,71.0,7.9,-0.2,1.0,9.0,0.0,0.0,0.0,135.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3
27.0,2019.0,2019-12-01,12.0,13.0,Christian McCaffrey,23.177,CAR,WAS,L 21-29,14.0,44.0,0.0,1.0,20.0,1.4,24.0,1.7,1.0,14.0,12.0,7.0,58.0,0.0,3.0,-7.0,-1.0,65.0,9.3,1.3,0.0,0.0,3.0,25.0,0.0,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.200000000000003
28.0,2019.0,2019-12-08,13.0,14.0,Christian McCaffrey,23.184,CAR,ATL,L 20-40,11.0,53.0,0.0,3.0,44.0,4.0,9.0,0.8,0.0,0.0,12.0,11.0,82.0,0.0,5.0,-16.0,-1.5,98.0,8.9,-1.2,3.0,3.7,0.0,0.0,0.0,95.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.500000000000004
29.0,2019.0,2019-12-15,14.0,15.0,Christian McCaffrey,23.191,CAR,SEA,L 24-30,19.0,87.0,2.0,6.0,65.0,3.4,22.0,1.2,0.0,0.0,10.0,8.0,88.0,0.0,4.0,-16.0,-2.0,104.0,13.0,-1.4,1.0,8.0,1.0,10.0,1.0,63.7,0.0,1.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,37.5
30.0,2019.0,2019-12-22,15.0,16.0,Christian McCaffrey,23.198,CAR,IND,L 6-38,13.0,54.0,0.0,4.0,32.0,2.5,22.0,1.7,0.0,0.0,15.0,15.0,119.0,0.0,7.0,-16.0,-1.1,135.0,9.0,-1.1,1.0,15.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3
31.0,2019.0,2019-12-29,16.0,17.0,Christian McCaffrey,23.205,CAR,NOR,L 10-42,9.0,26.0,1.0,2.0,14.0,1.6,12.0,1.3,1.0,9.0,10.0,7.0,72.0,0.0,2.0,9.0,1.3,63.0,9.0,2.0,2.0,3.5,1.0,10.0,0.0,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8
32.0,2020.0,2020-09-13,1.0,1.0,Christian McCaffrey,24.098,CAR,LVR,L 30-34,23.0,97.0,2.0,6.0,47.0,2.0,50.0,2.2,8.0,2.9,4.0,3.0,38.0,0.0,2.0,3.0,1.0,35.0,11.7,1.0,2.0,1.5,0.0,0.0,0.0,104.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5
33.0,2020.0,2020-09-20,2.0,2.0,Christian McCaffrey,24.105,CAR,TAM,L 17-31,18.0,59.0,2.0,3.0,24.0,1.3,35.0,1.9,0.0,0.0,5.0,4.0,29.0,0.0,2.0,1.0,0.3,28.0,7.0,0.2,0.0,0.0,0.0,0.0,1.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
34.0,2020.0,2020-11-08,9.0,9.0,Christian McCaffrey,24.154,CAR,KAN,L 31-33,18.0,69.0,1.0,5.0,26.0,1.4,43.0,2.4,1.0,18.0,10.0,10.0,82.0,1.0,4.0,22.0,2.2,60.0,6.0,2.2,1.0,10.0,0.0,0.0,0.0,134.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1
35.0,2021.0,2021-09-12,1.0,1.0,Christian McCaffrey,25.097,CAR,NYJ,W 19-14,21.0,98.0,0.0,2.0,59.0,2.8,39.0,1.9,0.0,0.0,9.0,9.0,89.0,0.0,6.0,5.0,0.6,84.0,9.3,0.6,1.0,9.0,0.0,0.0,0.0,107.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7
36.0,2021.0,2021-09-19,2.0,2.0,Christian McCaffrey,25.104,CAR,NOR,W 26-7,24.0,72.0,1.0,4.0,27.0,1.1,45.0,1.9,6.0,4.0,6.0,5.0,65.0,0.0,5.0,13.0,2.6,52.0,10.4,2.2,3.0,1.7,0.0,0.0,0.0,111.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7
37.0,2021.0,2021-09-23,3.0,3.0,Christian McCaffrey,25.108,CAR,HOU,W 24-9,7.0,31.0,0.0,1.0,3.0,0.4,28.0,4.0,3.0,2.3,2.0,2.0,9.0,0.0,1.0,-6.0,-3.0,15.0,7.5,-3.0,1.0,2.0,0.0,0.0,0.0,85.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
38.0,2021.0,2021-11-07,9.0,9.0,Christian McCaffrey,25.153,CAR,NWE,L 6-24,14.0,52.0,0.0,4.0,28.0,2.0,24.0,1.7,0.0,0.0,5.0,4.0,54.0,0.0,3.0,10.0,2.5,44.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,111.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.600000000000001
39.0,2021.0,2021-11-14,10.0,10.0,Christian McCaffrey,25.16,CAR,ARI,W 34-10,13.0,95.0,0.0,6.0,56.0,4.3,39.0,3.0,1.0,13.0,10.0,10.0,66.0,0.0,3.0,28.0,2.8,38.0,3.8,2.8,0.0,0.0,0.0,0.0,0.0,94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1
40.0,2021.0,2021-11-21,11.0,11.0,Christian McCaffrey,25.167,CAR,WAS,L 21-27,10.0,59.0,0.0,2.0,22.0,2.2,37.0,3.7,1.0,10.0,8.0,7.0,60.0,1.0,3.0,35.0,5.0,25.0,3.6,4.9,1.0,7.0,0.0,0.0,0.0,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9
41.0,2021.0,2021-11-28,12.0,12.0,Christian McCaffrey,25.174,CAR,MIA,L 10-33,10.0,35.0,0.0,1.0,23.0,2.3,12.0,1.2,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
42.0,2022.0,2022-09-11,1.0,1.0,Christian McCaffrey,26.096,CAR,CLE,L 24-26,10.0,33.0,1.0,3.0,14.0,1.4,19.0,1.9,1.0,10.0,5.0,4.0,24.0,0.0,1.0,-12.0,-3.0,36.0,9.0,-2.4,1.0,4.0,0.0,0.0,0.0,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.700000000000001
43.0,2022.0,2022-09-18,2.0,2.0,Christian McCaffrey,26.103,CAR,NYG,L 16-19,15.0,102.0,0.0,5.0,52.0,3.5,50.0,3.3,0.0,0.0,5.0,4.0,26.0,0.0,1.0,-1.0,-0.3,27.0,6.8,-0.2,0.0,0.0,0.0,0.0,0.0,88.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8
44.0,2022.0,2022-09-25,3.0,3.0,Christian McCaffrey,26.11,CAR,NOR,W 22-14,25.0,108.0,0.0,5.0,63.0,2.5,45.0,1.8,0.0,0.0,4.0,2.0,7.0,0.0,0.0,-11.0,-5.5,18.0,9.0,0.3,0.0,0.0,0.0,0.0,0.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5
45.0,2022.0,2022-10-02,4.0,4.0,Christian McCaffrey,26.117,CAR,ARI,L 16-26,8.0,27.0,0.0,2.0,11.0,1.4,16.0,2.0,0.0,0.0,9.0,9.0,81.0,1.0,2.0,18.0,2.0,63.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,141.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8
46.0,2022.0,2022-10-09,5.0,5.0,Christian McCaffrey,26.124,CAR,SFO,L 15-37,14.0,54.0,1.0,3.0,29.0,2.1,25.0,1.8,0.0,0.0,12.0,7.0,50.0,0.0,2.0,-1.0,-0.1,51.0,7.3,0.8,1.0,7.0,2.0,16.7,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4
47.0,2022.0,2022-10-16,6.0,6.0,Christian McCaffrey,26.131,CAR,LAR,L 10-24,13.0,69.0,0.0,2.0,45.0,3.5,24.0,1.8,2.0,6.5,8.0,7.0,89.0,0.0,4.0,-10.0,-1.4,99.0,14.1,-2.0,1.0,7.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8
48.0,2022.0,2022-10-30,8.0,8.0,Christian McCaffrey,26.145,SFO,LAR,W 31-14,18.0,94.0,1.0,5.0,61.0,3.4,33.0,1.8,3.0,6.0,9.0,8.0,55.0,1.0,5.0,-3.0,-0.4,58.0,7.3,0.4,3.0,2.7,0.0,0.0,0.0,129.2,1.0,1.0,100.0,34.0,1.0,0.0,158.3,0.0,0.0,34.0,54.0,40.26
49.0,2022.0,2022-11-13,9.0,10.0,Christian McCaffrey,26.159,SFO,LAC,W 22-16,14.0,38.0,1.0,3.0,22.0,1.6,16.0,1.1,1.0,14.0,6.0,4.0,39.0,0.0,2.0,-9.0,-2.3,48.0,12.0,1.8,1.0,4.0,0.0,0.0,0.0,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.700000000000003
50.0,2022.0,2022-11-21,10.0,11.0,Christian McCaffrey,26.167,SFO,ARI,W 38-10,7.0,39.0,0.0,1.0,19.0,2.7,20.0,2.9,0.0,0.0,7.0,7.0,67.0,0.0,5.0,20.0,2.9,47.0,6.7,2.9,0.0,0.0,0.0,0.0,0.0,106.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6
51.0,2022.0,2022-11-27,11.0,12.0,Christian McCaffrey,26.173,SFO,NOR,W 13-0,11.0,32.0,0.0,2.0,14.0,1.3,18.0,1.6,0.0,0.0,6.0,4.0,17.0,0.0,1.0,2.0,0.5,15.0,3.8,3.5,0.0,0.0,1.0,16.7,0.0,70.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9
52.0,2022.0,2022-12-04,12.0,13.0,Christian McCaffrey,26.18,SFO,MIA,W 33-17,17.0,66.0,0.0,2.0,50.0,2.9,16.0,0.9,0.0,0.0,10.0,8.0,80.0,1.0,5.0,26.0,3.3,54.0,6.8,3.5,0.0,0.0,1.0,10.0,0.0,133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6
53.0,2022.0,2022-12-11,13.0,14.0,Christian McCaffrey,26.187,SFO,TAM,W 35-7,14.0,119.0,1.0,6.0,84.0,6.0,35.0,2.5,0.0,0.0,3.0,2.0,34.0,1.0,1.0,33.0,16.5,1.0,0.5,9.0,0.0,0.0,0.0,0.0,0.0,144.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3
54.0,2022.0,2022-12-15,14.0,15.0,Christian McCaffrey,26.191,SFO,SEA,W 21-13,26.0,108.0,1.0,5.0,62.0,2.4,46.0,1.8,2.0,13.0,8.0,6.0,30.0,0.0,1.0,-2.0,-0.3,32.0,5.3,0.8,1.0,6.0,0.0,0.0,0.0,80.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8
55.0,2022.0,2022-12-24,15.0,16.0,Christian McCaffrey,26.2,SFO,WAS,W 37-20,15.0,46.0,1.0,4.0,27.0,1.8,19.0,1.3,0.0,0.0,2.0,2.0,12.0,0.0,0.0,1.0,0.5,11.0,5.5,0.5,0.0,0.0,0.0,0.0,0.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8
56.0,2022.0,2023-01-01,16.0,17.0,Christian McCaffrey,26.208,SFO,LVR,W 37-34,19.0,121.0,1.0,6.0,78.0,4.1,43.0,2.3,0.0,0.0,9.0,6.0,72.0,0.0,3.0,1.0,0.2,71.0,11.8,0.9,0.0,0.0,2.0,22.2,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3
57.0,2022.0,2023-01-08,17.0,18.0,Christian McCaffrey,26.215,SFO,ARI,W 38-13,10.0,45.0,0.0,3.0,24.0,2.4,21.0,2.1,0.0,0.0,3.0,3.0,34.0,1.0,2.0,-2.0,-0.7,36.0,12.0,-0.7,0.0,0.0,0.0,0.0,0.0,153.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9
58.0,2023.0,2023-09-10,1.0,1.0,Christian McCaffrey,27.095,SFO,PIT,W 30-7,22.0,152.0,1.0,7.0,45.0,2.0,107.0,4.9,1.0,22.0,5.0,3.0,17.0,0.0,1.0,9.0,3.0,8.0,2.7,2.4,0.0,0.0,0.0,0.0,0.0,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.900000000000002
59.0,2023.0,2023-09-17,2.0,2.0,Christian McCaffrey,27.102,SFO,LAR,W 30-23,20.0,116.0,1.0,4.0,33.0,1.7,83.0,4.2,0.0,0.0,3.0,3.0,19.0,0.0,0.0,1.0,0.3,18.0,6.0,0.3,0.0,0.0,0.0,0.0,0.0,93.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5
60.0,2023.0,2023-09-21,3.0,3.0,Christian McCaffrey,27.106,SFO,NYG,W 30-12,18.0,85.0,1.0,4.0,66.0,3.7,19.0,1.1,3.0,6.0,5.0,5.0,34.0,0.0,3.0,-11.0,-2.2,45.0,9.0,-2.2,1.0,5.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9
61.0,2023.0,2023-10-01,4.0,4.0,Christian McCaffrey,27.116,SFO,ARI,W 35-16,20.0,106.0,3.0,8.0,65.0,3.3,41.0,2.1,0.0,0.0,8.0,7.0,71.0,1.0,7.0,15.0,2.1,56.0,8.0,2.1,0.0,0.0,0.0,0.0,0.0,143.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.7
62.0,2023.0,2023-10-08,5.0,5.0,Christian McCaffrey,27.123,SFO,DAL,W 42-10,19.0,51.0,1.0,5.0,45.0,2.4,6.0,0.3,0.0,0.0,3.0,2.0,27.0,0.0,1.0,-2.0,-1.0,29.0,14.5,-1.3,0.0,0.0,0.0,0.0,0.0,95.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8
63.0,2023.0,2023-10-15,6.0,6.0,Christian McCaffrey,27.13,SFO,CLE,L 17-19,11.0,43.0,0.0,2.0,28.0,2.5,15.0,1.4,1.0,11.0,3.0,3.0,9.0,1.0,1.0,-9.0,-3.0,18.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,118.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2
64.0,2023.0,2023-10-23,7.0,7.0,Christian McCaffrey,27.138,SFO,MIN,L 17-22,15.0,45.0,1.0,4.0,28.0,1.9,17.0,1.1,1.0,15.0,3.0,3.0,51.0,1.0,2.0,-1.0,-0.3,52.0,17.3,-0.3,0.0,0.0,0.0,0.0,0.0,158.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6
