,Unnamed: 0.1,Unnamed: 0,DEF_TEAM,OPP_CODE,YEAR,WEEK,SCORE_OPP,PASSING_CMP,PASSING_ATT,PASSING_YDS,PASSING_TD,PASSING_INT,PASSING_SK,PASSING_Y_A,PASSING_NY_A,PASSING_CMP_PCT,PASSING_RATE,RUSHING_ATT,RUSHING_YDS,RUSHING_Y_A,RUSHING_TD
2622,2622,0,CAR,ATL,2023,1.0,24.0,15.0,18.0,91.0,1.0,0.0,4.0,6.4,4.1,83.3,106.2,26.0,130.0,5.0,2.0
2623,2623,1,CAR,NOR,2023,2.0,20.0,22.0,37.0,207.0,0.0,1.0,4.0,6.4,5.0,59.5,63.7,33.0,134.0,4.1,2.0
2624,2624,2,CAR,SEA,2023,3.0,37.0,23.0,36.0,279.0,1.0,1.0,2.0,8.2,7.3,63.9,85.3,33.0,146.0,4.4,2.0
2625,2625,3,CAR,MIN,2023,4.0,21.0,12.0,19.0,130.0,2.0,2.0,2.0,7.3,6.2,63.2,78.7,23.0,135.0,5.9,0.0
2626,2626,4,CAR,DET,2023,5.0,42.0,20.0,28.0,218.0,3.0,0.0,2.0,8.4,7.3,71.4,129.8,30.0,159.0,5.3,3.0
2627,2627,5,CAR,MIA,2023,6.0,42.0,21.0,32.0,262.0,3.0,1.0,0.0,8.2,8.2,65.6,109.1,33.0,162.0,4.9,3.0
2628,2628,6,CAR,HOU,2023,8.0,13.0,16.0,24.0,119.0,0.0,0.0,2.0,5.8,4.6,66.7,78.3,30.0,110.0,3.7,2.0
2629,2629,7,CAR,IND,2023,9.0,27.0,17.0,26.0,120.0,1.0,0.0,1.0,4.9,4.4,65.4,88.6,30.0,78.0,2.6,0.0
2630,2630,8,CAR,CHI,2023,10.0,16.0,20.0,33.0,162.0,0.0,0.0,0.0,4.9,4.9,60.6,73.0,37.0,133.0,3.6,1.0
2631,2631,9,CAR,DAL,2023,11.0,33.0,27.0,41.0,204.0,2.0,0.0,0.0,5.0,5.0,65.9,94.0,27.0,107.0,4.0,1.0
2632,2632,10,CAR,TEN,2023,12.0,17.0,18.0,28.0,184.0,0.0,0.0,1.0,6.6,6.3,64.3,83.0,24.0,80.0,3.3,2.0
2633,2633,11,CAR,TAM,2023,13.0,21.0,14.0,29.0,194.0,1.0,1.0,1.0,7.0,6.5,48.3,67.3,28.0,128.0,4.6,2.0
2634,2634,12,CAR,NOR,2023,14.0,28.0,18.0,26.0,110.0,2.0,1.0,1.0,4.6,4.1,69.2,87.0,25.0,97.0,3.9,1.0
2635,2635,13,CAR,ATL,2023,15.0,7.0,12.0,20.0,152.0,1.0,1.0,0.0,7.6,7.6,60.0,79.6,31.0,52.0,1.7,0.0
2636,2636,14,CAR,GNB,2023,16.0,33.0,17.0,28.0,207.0,2.0,0.0,1.0,7.8,7.1,60.7,107.3,34.0,162.0,4.8,2.0
2637,2637,15,CAR,JAX,2023,17.0,26.0,17.0,24.0,162.0,0.0,0.0,3.0,7.4,6.0,70.8,89.2,35.0,155.0,4.4,2.0
2638,2638,16,CAR,TAM,2023,18.0,9.0,20.0,32.0,115.0,0.0,0.0,3.0,4.3,3.3,62.5,69.1,29.0,113.0,3.9,0.0
2639,2639,0,SFO,PIT,2023,1.0,7.0,31.0,46.0,198.0,1.0,2.0,5.0,5.0,3.9,67.4,65.3,10.0,41.0,4.1,0.0
2640,2640,1,SFO,LAR,2023,2.0,23.0,34.0,55.0,297.0,1.0,2.0,1.0,5.6,5.3,61.8,67.0,22.0,89.0,4.0,1.0
2641,2641,2,SFO,NYG,2023,3.0,12.0,22.0,33.0,121.0,0.0,1.0,2.0,4.2,3.5,66.7,60.3,11.0,29.0,2.6,1.0
2642,2642,3,SFO,ARI,2023,4.0,16.0,28.0,41.0,257.0,2.0,0.0,1.0,6.5,6.1,68.3,101.4,25.0,105.0,4.2,0.0
2643,2643,4,SFO,DAL,2023,5.0,10.0,16.0,26.0,140.0,1.0,3.0,4.0,6.2,4.7,61.5,49.0,19.0,57.0,3.0,0.0
2644,2644,5,SFO,CLE,2023,6.0,19.0,18.0,34.0,174.0,0.0,2.0,2.0,5.6,4.8,52.9,43.0,34.0,160.0,4.7,1.0
2645,2645,6,SFO,MIN,2023,7.0,22.0,35.0,45.0,378.0,2.0,1.0,0.0,8.4,8.4,77.8,107.2,21.0,74.0,3.5,0.0
2646,2646,7,SFO,CIN,2023,8.0,31.0,28.0,32.0,266.0,3.0,0.0,3.0,8.8,7.6,87.5,132.6,27.0,134.0,5.0,1.0
2647,2647,8,SFO,JAX,2023,10.0,3.0,18.0,32.0,162.0,0.0,2.0,5.0,5.9,4.4,56.3,44.0,17.0,59.0,3.5,0.0
2648,2648,9,SFO,TAM,2023,11.0,14.0,29.0,45.0,221.0,1.0,1.0,4.0,5.5,4.5,64.4,74.4,18.0,66.0,3.7,1.0
2649,2649,10,SFO,SEA,2023,12.0,13.0,18.0,27.0,132.0,0.0,1.0,6.0,6.7,4.0,66.7,62.6,21.0,88.0,4.2,0.0
2650,2650,11,SFO,PHI,2023,13.0,19.0,28.0,48.0,287.0,1.0,0.0,3.0,6.5,5.6,58.3,82.6,18.0,46.0,2.6,1.0
2651,2651,12,SFO,SEA,2023,14.0,16.0,22.0,31.0,254.0,2.0,2.0,4.0,8.7,7.3,71.0,90.0,20.0,70.0,3.5,0.0
2652,2652,13,SFO,ARI,2023,15.0,29.0,26.0,39.0,202.0,1.0,2.0,3.0,5.4,4.8,66.7,66.4,30.0,234.0,7.8,2.0
2653,2653,14,SFO,BAL,2023,16.0,33.0,23.0,35.0,241.0,2.0,0.0,2.0,7.2,6.5,65.7,104.6,26.0,102.0,3.9,1.0
2654,2654,15,SFO,WAS,2023,17.0,10.0,17.0,28.0,163.0,1.0,2.0,1.0,6.0,5.6,60.7,59.1,14.0,62.0,4.4,0.0
2655,2655,16,SFO,LAR,2023,18.0,21.0,17.0,24.0,149.0,2.0,1.0,2.0,6.8,5.7,70.8,97.4,36.0,109.0,3.0,1.0
2656,2656,0,DAL,NYG,2023,1.0,0.0,17.0,30.0,63.0,0.0,2.0,7.0,3.7,1.7,56.7,34.0,28.0,108.0,3.9,0.0
2657,2657,1,DAL,NYJ,2023,2.0,10.0,12.0,27.0,151.0,1.0,3.0,3.0,6.3,5.0,44.4,35.2,16.0,64.0,4.0,0.0
2658,2658,2,DAL,ARI,2023,3.0,28.0,17.0,21.0,178.0,1.0,0.0,2.0,9.0,7.7,81.0,117.9,30.0,222.0,7.4,2.0
2659,2659,3,DAL,NWE,2023,4.0,3.0,16.0,30.0,200.0,0.0,2.0,2.0,6.9,6.3,53.3,46.5,23.0,53.0,2.3,0.0
2660,2660,4,DAL,SFO,2023,5.0,42.0,18.0,25.0,251.0,4.0,0.0,1.0,10.1,9.7,72.0,143.5,41.0,170.0,4.1,2.0
2661,2661,5,DAL,LAC,2023,6.0,17.0,22.0,37.0,219.0,2.0,1.0,1.0,6.1,5.8,59.5,83.1,23.0,53.0,2.3,0.0
2662,2662,6,DAL,LAR,2023,8.0,20.0,18.0,32.0,188.0,1.0,1.0,2.0,6.4,5.5,56.3,70.8,24.0,92.0,3.8,1.0
2663,2663,7,DAL,PHI,2023,9.0,28.0,17.0,23.0,183.0,2.0,0.0,3.0,9.0,7.0,73.9,125.8,33.0,109.0,3.3,2.0
2664,2664,8,DAL,NYG,2023,10.0,17.0,14.0,27.0,61.0,2.0,1.0,5.0,3.2,1.9,51.9,67.1,23.0,111.0,4.8,0.0
2665,2665,9,DAL,CAR,2023,11.0,10.0,16.0,29.0,77.0,1.0,1.0,7.0,4.2,2.1,55.2,57.7,23.0,110.0,4.8,0.0
2666,2666,10,DAL,WAS,2023,12.0,10.0,28.0,44.0,268.0,0.0,1.0,4.0,6.8,5.6,63.6,71.0,27.0,108.0,4.0,1.0
2667,2667,11,DAL,SEA,2023,13.0,35.0,23.0,41.0,334.0,3.0,1.0,1.0,8.1,8.0,56.1,97.0,22.0,72.0,3.3,2.0
2668,2668,12,DAL,PHI,2023,14.0,13.0,19.0,28.0,218.0,0.0,0.0,1.0,8.0,7.5,67.9,91.1,23.0,106.0,4.6,0.0
2669,2669,13,DAL,BUF,2023,15.0,31.0,7.0,15.0,85.0,1.0,0.0,1.0,6.3,5.3,46.7,86.8,49.0,266.0,5.4,3.0
2670,2670,14,DAL,MIA,2023,16.0,22.0,24.0,37.0,284.0,1.0,0.0,1.0,7.9,7.5,64.9,97.1,26.0,91.0,3.5,0.0
2671,2671,15,DAL,DET,2023,17.0,19.0,20.0,35.0,295.0,1.0,2.0,1.0,8.6,8.2,57.1,70.5,31.0,125.0,4.0,1.0
2672,2672,16,DAL,WAS,2023,18.0,10.0,20.0,28.0,130.0,1.0,2.0,4.0,5.6,4.1,71.4,63.1,17.0,50.0,2.9,0.0
2673,2673,0,BUF,NYJ,2023,1.0,22.0,14.0,22.0,117.0,1.0,1.0,3.0,6.4,4.7,63.6,73.5,28.0,172.0,6.1,0.0
2674,2674,1,BUF,LVR,2023,2.0,10.0,16.0,24.0,185.0,1.0,2.0,0.0,7.7,7.7,66.7,68.9,15.0,55.0,3.7,0.0
2675,2675,2,BUF,WAS,2023,3.0,3.0,19.0,29.0,125.0,0.0,4.0,9.0,5.9,3.3,65.5,35.1,13.0,105.0,8.1,0.0
2676,2676,3,BUF,MIA,2023,4.0,20.0,25.0,35.0,251.0,1.0,1.0,4.0,8.1,6.4,71.4,89.1,19.0,142.0,7.5,2.0
2677,2677,4,BUF,JAX,2023,5.0,25.0,25.0,37.0,278.0,1.0,0.0,5.0,8.5,6.6,67.6,98.7,40.0,196.0,4.9,2.0
2678,2678,5,BUF,NYG,2023,6.0,9.0,24.0,36.0,185.0,0.0,0.0,3.0,5.6,4.7,66.7,79.1,34.0,132.0,3.9,0.0
2679,2679,6,BUF,NWE,2023,7.0,29.0,25.0,30.0,268.0,2.0,0.0,1.0,9.1,8.6,83.3,126.1,24.0,96.0,4.0,1.0
2680,2680,7,BUF,TAM,2023,8.0,18.0,25.0,42.0,224.0,2.0,0.0,3.0,5.6,5.0,59.5,89.8,17.0,78.0,4.6,0.0
2681,2681,8,BUF,CIN,2023,9.0,24.0,31.0,44.0,343.0,2.0,0.0,1.0,7.9,7.6,70.5,108.4,22.0,54.0,2.5,1.0
2682,2682,9,BUF,DEN,2023,10.0,24.0,24.0,29.0,178.0,2.0,0.0,4.0,6.7,5.4,82.8,115.2,38.0,122.0,3.2,0.0
2683,2683,10,BUF,NYJ,2023,11.0,6.0,15.0,30.0,92.0,1.0,2.0,6.0,4.4,2.6,50.0,39.9,18.0,63.0,3.5,0.0
2684,2684,11,BUF,PHI,2023,12.0,37.0,18.0,31.0,193.0,3.0,1.0,2.0,6.5,5.8,58.1,95.2,32.0,185.0,5.8,2.0
2685,2685,12,BUF,KAN,2023,14.0,17.0,25.0,43.0,264.0,1.0,1.0,1.0,6.3,6.0,58.1,74.2,18.0,82.0,4.6,1.0
2686,2686,13,BUF,DAL,2023,15.0,10.0,21.0,34.0,106.0,0.0,1.0,3.0,3.9,2.9,61.8,54.3,20.0,89.0,4.5,1.0
2687,2687,14,BUF,LAC,2023,16.0,22.0,23.0,33.0,175.0,0.0,0.0,5.0,6.5,4.6,69.7,82.3,27.0,98.0,3.6,1.0
2688,2688,15,BUF,NWE,2023,17.0,21.0,16.0,26.0,191.0,0.0,3.0,3.0,8.0,6.6,61.5,44.4,24.0,103.0,4.3,2.0
2689,2689,16,BUF,MIA,2023,18.0,14.0,17.0,27.0,167.0,1.0,2.0,1.0,6.4,6.0,63.0,61.8,20.0,108.0,5.4,1.0
2690,2690,0,KAN,DET,2023,1.0,21.0,22.0,35.0,250.0,1.0,0.0,1.0,7.2,6.9,62.9,93.7,34.0,118.0,3.5,1.0
2691,2691,1,KAN,JAX,2023,2.0,9.0,23.0,42.0,197.0,0.0,0.0,4.0,5.1,4.3,54.8,67.3,18.0,74.0,4.1,0.0
2692,2692,2,KAN,CHI,2023,3.0,10.0,11.0,22.0,87.0,1.0,1.0,3.0,4.5,3.5,50.0,56.4,26.0,116.0,4.5,0.0
2693,2693,3,KAN,NYJ,2023,4.0,20.0,28.0,39.0,228.0,2.0,0.0,2.0,6.3,5.6,71.8,103.4,16.0,108.0,6.8,0.0
2694,2694,4,KAN,MIN,2023,5.0,20.0,29.0,47.0,259.0,2.0,0.0,3.0,6.0,5.2,61.7,90.6,18.0,70.0,3.9,0.0
2695,2695,5,KAN,DEN,2023,6.0,8.0,13.0,22.0,82.0,1.0,2.0,4.0,4.3,3.2,59.1,44.1,23.0,115.0,5.0,0.0
2696,2696,6,KAN,LAC,2023,7.0,17.0,17.0,30.0,219.0,1.0,2.0,5.0,8.6,6.3,56.7,63.1,26.0,139.0,5.3,1.0
2697,2697,7,KAN,DEN,2023,8.0,24.0,12.0,19.0,87.0,3.0,0.0,6.0,6.0,3.5,63.2,113.4,40.0,153.0,3.8,0.0
2698,2698,8,KAN,MIA,2023,9.0,14.0,21.0,34.0,175.0,1.0,0.0,3.0,5.7,4.7,61.8,84.8,21.0,117.0,5.6,1.0
2699,2699,9,KAN,PHI,2023,11.0,21.0,14.0,22.0,124.0,0.0,1.0,5.0,6.8,4.6,63.6,59.7,27.0,114.0,4.2,3.0
2700,2700,10,KAN,LVR,2023,12.0,17.0,23.0,34.0,235.0,1.0,0.0,1.0,7.3,6.7,67.6,97.1,23.0,123.0,5.3,1.0
2701,2701,11,KAN,GNB,2023,13.0,27.0,25.0,36.0,253.0,3.0,0.0,2.0,7.4,6.7,69.4,117.0,25.0,129.0,5.2,0.0
2702,2702,12,KAN,BUF,2023,14.0,20.0,23.0,42.0,209.0,1.0,1.0,3.0,5.5,4.6,54.8,66.5,28.0,118.0,4.2,1.0
2703,2703,13,KAN,NWE,2023,15.0,17.0,23.0,31.0,154.0,1.0,1.0,4.0,5.8,4.4,74.2,81.9,16.0,52.0,3.3,1.0
2704,2704,14,KAN,LVR,2023,16.0,20.0,9.0,21.0,48.0,0.0,0.0,2.0,3.0,2.1,42.9,50.3,29.0,157.0,5.4,0.0
2705,2705,15,KAN,CIN,2023,17.0,17.0,19.0,33.0,159.0,1.0,0.0,6.0,6.0,4.1,57.6,80.2,32.0,104.0,3.3,1.0
2706,2706,16,KAN,LAC,2023,18.0,12.0,28.0,47.0,235.0,0.0,0.0,3.0,5.5,4.7,59.6,72.6,30.0,118.0,3.9,0.0
2707,2707,0,MIA,LAC,2023,1.0,34.0,23.0,33.0,200.0,1.0,0.0,3.0,6.9,5.6,69.7,95.5,40.0,233.0,5.8,3.0
2708,2708,1,MIA,NWE,2023,2.0,17.0,31.0,42.0,200.0,1.0,1.0,4.0,5.5,4.3,73.8,81.4,25.0,88.0,3.5,1.0
2709,2709,2,MIA,DEN,2023,3.0,20.0,23.0,38.0,294.0,1.0,1.0,1.0,8.1,7.5,60.5,82.6,20.0,69.0,3.5,0.0
2710,2710,3,MIA,BUF,2023,4.0,48.0,21.0,25.0,310.0,4.0,0.0,2.0,12.8,11.5,84.0,157.9,29.0,104.0,3.6,2.0
2711,2711,4,MIA,NYG,2023,5.0,16.0,23.0,32.0,183.0,0.0,0.0,7.0,6.4,4.7,71.9,85.8,29.0,85.0,2.9,0.0
2712,2712,5,MIA,CAR,2023,6.0,21.0,24.0,39.0,188.0,1.0,0.0,4.0,5.7,4.4,61.5,82.0,25.0,108.0,4.3,1.0
2713,2713,6,MIA,PHI,2023,7.0,31.0,23.0,31.0,256.0,2.0,1.0,3.0,9.0,7.5,74.2,106.4,34.0,99.0,2.9,2.0
2714,2714,7,MIA,NWE,2023,8.0,17.0,19.0,29.0,141.0,2.0,1.0,3.0,5.6,4.4,65.5,85.6,19.0,77.0,4.1,0.0
2715,2715,8,MIA,KAN,2023,9.0,21.0,20.0,30.0,174.0,2.0,0.0,2.0,6.2,5.4,66.7,104.0,24.0,93.0,3.9,0.0
2716,2716,9,MIA,LVR,2023,11.0,13.0,24.0,41.0,260.0,1.0,3.0,2.0,6.6,6.0,58.5,54.9,16.0,36.0,2.3,0.0
2717,2717,10,MIA,NYJ,2023,12.0,13.0,27.0,38.0,130.0,1.0,2.0,7.0,4.7,2.9,71.1,62.4,10.0,29.0,2.9,0.0
2718,2718,11,MIA,WAS,2023,13.0,15.0,12.0,23.0,107.0,0.0,1.0,3.0,5.5,4.1,52.2,46.8,28.0,138.0,4.9,2.0
2719,2719,12,MIA,TEN,2023,14.0,28.0,23.0,38.0,320.0,1.0,1.0,1.0,8.6,8.2,60.5,85.4,29.0,83.0,2.9,2.0
2720,2720,13,MIA,NYJ,2023,15.0,0.0,18.0,37.0,80.0,0.0,2.0,6.0,3.7,1.9,48.6,32.6,12.0,23.0,1.9,0.0
2721,2721,14,MIA,DAL,2023,16.0,20.0,20.0,32.0,242.0,2.0,0.0,4.0,7.9,6.7,62.5,106.5,25.0,97.0,3.9,0.0
2722,2722,15,MIA,BAL,2023,17.0,56.0,19.0,22.0,331.0,6.0,0.0,1.0,15.5,14.4,86.4,158.3,32.0,160.0,5.0,2.0
2723,2723,16,MIA,BUF,2023,18.0,21.0,30.0,38.0,345.0,2.0,2.0,3.0,9.4,8.4,78.9,100.1,36.0,128.0,3.6,0.0
2724,2724,0,PHI,NWE,2023,1.0,20.0,35.0,54.0,306.0,3.0,1.0,2.0,5.9,5.5,64.8,90.5,22.0,76.0,3.5,0.0
2725,2725,1,PHI,MIN,2023,2.0,28.0,31.0,44.0,346.0,4.0,0.0,2.0,8.3,7.5,70.5,123.9,9.0,28.0,3.1,0.0
2726,2726,2,PHI,TAM,2023,3.0,11.0,15.0,25.0,133.0,1.0,1.0,2.0,5.8,4.9,60.0,70.9,17.0,41.0,2.4,0.0
2727,2727,3,PHI,WAS,2023,4.0,31.0,29.0,41.0,258.0,1.0,0.0,5.0,7.1,5.6,70.7,95.4,28.0,107.0,3.8,2.0
2728,2728,4,PHI,LAR,2023,5.0,14.0,21.0,37.0,195.0,2.0,0.0,4.0,6.0,4.8,56.8,89.4,14.0,54.0,3.9,0.0
2729,2729,5,PHI,NYJ,2023,6.0,20.0,19.0,33.0,155.0,0.0,0.0,5.0,5.6,4.1,57.6,69.6,21.0,89.0,4.2,1.0
2730,2730,6,PHI,MIA,2023,7.0,17.0,23.0,32.0,199.0,1.0,1.0,4.0,6.8,5.5,71.9,85.3,12.0,45.0,3.8,0.0
2731,2731,7,PHI,WAS,2023,8.0,31.0,39.0,52.0,388.0,4.0,1.0,1.0,7.6,7.3,75.0,113.3,16.0,84.0,5.3,0.0
2732,2732,8,PHI,DAL,2023,9.0,23.0,29.0,44.0,333.0,3.0,0.0,5.0,8.5,6.8,65.9,111.3,21.0,73.0,3.5,0.0
2733,2733,9,PHI,KAN,2023,11.0,17.0,24.0,43.0,168.0,2.0,1.0,1.0,4.1,3.8,55.8,70.7,30.0,168.0,5.6,0.0
2734,2734,10,PHI,BUF,2023,12.0,34.0,29.0,51.0,332.0,2.0,1.0,1.0,6.6,6.4,56.9,81.5,40.0,173.0,4.3,2.0
2735,2735,11,PHI,SFO,2023,13.0,42.0,19.0,27.0,310.0,4.0,0.0,2.0,11.6,10.7,70.4,148.1,28.0,146.0,5.2,2.0
2736,2736,12,PHI,DAL,2023,14.0,33.0,24.0,39.0,256.0,2.0,0.0,3.0,6.9,6.1,61.5,97.8,32.0,138.0,4.3,1.0
2737,2737,13,PHI,SEA,2023,15.0,20.0,22.0,33.0,197.0,1.0,0.0,2.0,6.3,5.6,66.7,92.6,24.0,100.0,4.2,1.0
2738,2738,14,PHI,NYG,2023,16.0,25.0,16.0,32.0,186.0,1.0,1.0,1.0,5.9,5.6,50.0,65.4,26.0,106.0,4.1,1.0
2739,2739,15,PHI,ARI,2023,17.0,35.0,25.0,31.0,228.0,3.0,1.0,1.0,7.5,7.1,80.6,116.1,40.0,221.0,5.5,1.0
2740,2740,16,PHI,NYG,2023,18.0,27.0,25.0,34.0,306.0,1.0,1.0,2.0,9.1,8.5,73.5,98.4,30.0,109.0,3.6,2.0
2741,2741,0,DET,KAN,2023,1.0,20.0,21.0,39.0,226.0,2.0,1.0,0.0,5.8,5.8,53.8,77.5,23.0,90.0,3.9,0.0
2742,2742,1,DET,SEA,2023,2.0,37.0,32.0,41.0,311.0,2.0,0.0,1.0,8.0,7.4,78.0,114.5,25.0,82.0,3.3,2.0
2743,2743,2,DET,ATL,2023,3.0,6.0,21.0,38.0,139.0,0.0,0.0,7.0,5.3,3.1,55.3,63.4,20.0,44.0,2.2,0.0
2744,2744,3,DET,GNB,2023,4.0,20.0,23.0,36.0,203.0,1.0,2.0,5.0,6.8,5.0,63.9,64.9,12.0,27.0,2.3,1.0
2745,2745,4,DET,CAR,2023,5.0,24.0,25.0,41.0,243.0,3.0,2.0,1.0,6.0,5.8,61.0,81.7,23.0,99.0,4.3,0.0
2746,2746,5,DET,TAM,2023,6.0,6.0,19.0,37.0,205.0,0.0,1.0,1.0,5.6,5.4,51.4,56.7,16.0,46.0,2.9,0.0
2747,2747,6,DET,BAL,2023,7.0,38.0,21.0,28.0,357.0,3.0,0.0,0.0,12.8,12.8,75.0,152.4,27.0,146.0,5.4,2.0
2748,2748,7,DET,LVR,2023,8.0,14.0,10.0,21.0,77.0,0.0,1.0,6.0,6.0,2.9,47.6,37.2,18.0,80.0,4.4,1.0
2749,2749,8,DET,LAC,2023,10.0,38.0,27.0,40.0,323.0,4.0,1.0,0.0,8.1,8.1,67.5,114.9,28.0,98.0,3.5,1.0
2750,2750,9,DET,CHI,2023,11.0,26.0,16.0,23.0,151.0,1.0,0.0,2.0,7.3,6.0,69.6,101.9,46.0,183.0,4.0,1.0
2751,2751,10,DET,GNB,2023,12.0,29.0,22.0,32.0,268.0,3.0,0.0,0.0,8.4,8.4,68.8,125.5,22.0,109.0,5.0,0.0
2752,2752,11,DET,NOR,2023,13.0,28.0,19.0,29.0,249.0,1.0,1.0,2.0,9.2,8.0,65.5,89.6,36.0,113.0,3.1,3.0
2753,2753,12,DET,CHI,2023,14.0,28.0,19.0,33.0,194.0,1.0,0.0,3.0,6.8,5.4,57.6,84.7,30.0,142.0,4.7,2.0
2754,2754,13,DET,DEN,2023,15.0,17.0,18.0,32.0,204.0,1.0,0.0,2.0,7.0,6.0,56.3,85.9,28.0,83.0,3.0,1.0
2755,2755,14,DET,MIN,2023,16.0,24.0,22.0,36.0,373.0,2.0,4.0,4.0,11.4,9.3,61.1,75.1,11.0,17.0,1.5,1.0
2756,2756,15,DET,DAL,2023,17.0,20.0,26.0,38.0,323.0,2.0,1.0,3.0,9.1,7.9,68.4,101.1,21.0,61.0,2.9,0.0
2757,2757,16,DET,MIN,2023,18.0,20.0,30.0,44.0,359.0,2.0,2.0,4.0,9.0,7.5,68.2,89.1,22.0,89.0,4.0,0.0
2758,2758,0,TAM,MIN,2023,1.0,17.0,33.0,44.0,328.0,2.0,1.0,2.0,7.8,7.1,75.0,101.3,17.0,41.0,2.4,0.0
2759,2759,1,TAM,CHI,2023,2.0,17.0,16.0,29.0,169.0,1.0,2.0,6.0,7.3,4.8,55.2,55.1,16.0,67.0,4.2,1.0
2760,2760,2,TAM,PHI,2023,3.0,25.0,23.0,37.0,271.0,1.0,2.0,1.0,7.5,7.1,62.2,70.9,40.0,201.0,5.0,1.0
2761,2761,3,TAM,NOR,2023,4.0,9.0,24.0,39.0,127.0,0.0,1.0,3.0,3.6,3.0,61.5,56.3,19.0,70.0,3.7,0.0
2762,2762,4,TAM,DET,2023,6.0,20.0,30.0,44.0,340.0,2.0,0.0,3.0,8.0,7.2,68.2,106.2,22.0,40.0,1.8,0.0
2763,2763,5,TAM,ATL,2023,7.0,16.0,19.0,25.0,245.0,0.0,0.0,1.0,10.0,9.4,76.0,106.2,38.0,156.0,4.1,1.0
2764,2764,6,TAM,BUF,2023,8.0,24.0,31.0,40.0,312.0,2.0,1.0,2.0,8.1,7.4,77.5,105.4,26.0,115.0,4.4,1.0
2765,2765,7,TAM,HOU,2023,9.0,39.0,30.0,42.0,443.0,5.0,0.0,3.0,11.2,9.8,71.4,145.1,17.0,53.0,3.1,0.0
2766,2766,8,TAM,TEN,2023,10.0,6.0,19.0,39.0,167.0,0.0,1.0,4.0,5.1,3.9,48.7,49.8,16.0,42.0,2.6,0.0
2767,2767,9,TAM,SFO,2023,11.0,27.0,21.0,25.0,305.0,3.0,0.0,4.0,13.3,10.5,84.0,157.1,30.0,115.0,3.8,0.0
2768,2768,10,TAM,IND,2023,12.0,27.0,24.0,41.0,239.0,0.0,1.0,2.0,6.1,5.6,58.5,65.0,27.0,155.0,5.7,3.0
2769,2769,11,TAM,CAR,2023,13.0,18.0,15.0,31.0,149.0,0.0,1.0,4.0,5.7,4.3,48.4,49.0,34.0,133.0,3.9,2.0
2770,2770,12,TAM,ATL,2023,14.0,25.0,26.0,40.0,338.0,1.0,1.0,3.0,8.7,7.9,65.0,89.4,26.0,96.0,3.7,2.0
2771,2771,13,TAM,GNB,2023,15.0,20.0,29.0,39.0,261.0,2.0,0.0,2.0,7.3,6.4,74.4,109.0,17.0,60.0,3.5,0.0
2772,2772,14,TAM,JAX,2023,16.0,12.0,28.0,44.0,268.0,2.0,2.0,4.0,6.9,5.6,63.6,76.7,13.0,37.0,2.8,0.0
2773,2773,15,TAM,NOR,2023,17.0,23.0,25.0,34.0,202.0,2.0,0.0,1.0,6.1,5.8,73.5,107.7,35.0,108.0,3.1,0.0
2774,2774,16,TAM,CAR,2023,18.0,0.0,11.0,18.0,68.0,0.0,0.0,3.0,5.2,3.2,61.1,68.7,29.0,131.0,4.5,0.0
2775,2775,0,BAL,HOU,2023,1.0,9.0,28.0,44.0,196.0,0.0,0.0,5.0,5.5,4.0,63.6,73.7,23.0,72.0,3.1,0.0
2776,2776,1,BAL,CIN,2023,2.0,24.0,27.0,41.0,216.0,2.0,1.0,1.0,5.4,5.1,65.9,85.0,15.0,66.0,4.4,0.0
2777,2777,2,BAL,IND,2023,3.0,22.0,27.0,44.0,188.0,1.0,0.0,5.0,5.2,3.8,61.4,78.6,35.0,139.0,4.0,0.0
2778,2778,3,BAL,CLE,2023,4.0,3.0,19.0,36.0,73.0,0.0,3.0,4.0,3.4,1.8,52.8,23.8,25.0,93.0,3.7,0.0
2779,2779,4,BAL,PIT,2023,5.0,17.0,18.0,32.0,202.0,1.0,0.0,3.0,7.0,5.8,56.3,85.7,30.0,87.0,2.9,0.0
2780,2780,5,BAL,TEN,2023,6.0,16.0,12.0,21.0,104.0,0.0,1.0,6.0,7.1,3.9,57.1,50.5,19.0,129.0,6.8,1.0
2781,2781,6,BAL,DET,2023,7.0,6.0,33.0,53.0,253.0,0.0,1.0,5.0,5.4,4.4,62.3,66.0,14.0,84.0,6.0,1.0
2782,2782,7,BAL,ARI,2023,8.0,24.0,25.0,37.0,181.0,2.0,2.0,2.0,5.6,4.6,67.6,74.3,32.0,129.0,4.0,1.0
2783,2783,8,BAL,SEA,2023,9.0,3.0,13.0,28.0,123.0,0.0,1.0,4.0,5.6,3.8,46.4,44.2,15.0,28.0,1.9,0.0
2784,2784,9,BAL,CLE,2023,10.0,33.0,20.0,35.0,195.0,1.0,1.0,4.0,6.1,5.0,57.1,70.5,36.0,178.0,4.9,1.0
2785,2785,10,BAL,CIN,2023,11.0,20.0,19.0,31.0,136.0,2.0,0.0,5.0,5.5,3.8,61.3,92.9,23.0,136.0,5.9,0.0
2786,2786,11,BAL,LAC,2023,12.0,10.0,29.0,44.0,193.0,1.0,1.0,3.0,4.9,4.1,65.9,73.4,19.0,86.0,4.5,0.0
2787,2787,12,BAL,LAR,2023,14.0,31.0,23.0,41.0,282.0,3.0,0.0,2.0,7.2,6.6,56.1,101.9,30.0,128.0,4.3,0.0
