,Unnamed: 0.1,Unnamed: 0,DEF_TEAM,OPP_CODE,YEAR,WEEK,SCORE_OPP,PASSING_CMP,PASSING_ATT,PASSING_YDS,PASSING_TD,PASSING_INT,PASSING_SK,PASSING_Y_A,PASSING_NY_A,PASSING_CMP_PCT,PASSING_RATE,RUSHING_ATT,RUSHING_YDS,RUSHING_Y_A,RUSHING_TD
774,774,6,NYJ,JAX,2019,8.0,29.0,22.0,34.0,278.0,3.0,0.0,2.0,8.2,7.7,64.7,119.5,34.0,111.0,3.3,0.0
775,775,7,NYJ,MIA,2019,9.0,26.0,24.0,36.0,266.0,3.0,0.0,4.0,8.0,6.7,66.7,116.2,24.0,50.0,2.1,0.0
776,776,8,NYJ,NYG,2019,10.0,27.0,26.0,40.0,258.0,4.0,0.0,6.0,7.7,5.6,65.0,116.5,17.0,23.0,1.4,0.0
777,777,9,NYJ,WAS,2019,11.0,17.0,19.0,35.0,171.0,2.0,1.0,6.0,6.1,4.2,54.3,74.8,20.0,54.0,2.7,0.0
778,778,10,NYJ,LVR,2019,12.0,3.0,19.0,34.0,140.0,0.0,1.0,1.0,4.3,4.0,55.9,53.6,22.0,68.0,3.1,0.0
779,779,11,NYJ,CIN,2019,13.0,22.0,22.0,37.0,233.0,1.0,0.0,1.0,6.6,6.1,59.5,86.9,25.0,44.0,1.8,1.0
780,780,12,NYJ,MIA,2019,14.0,21.0,21.0,37.0,240.0,0.0,1.0,2.0,6.6,6.2,56.8,65.1,26.0,122.0,4.7,0.0
781,781,13,NYJ,BAL,2019,15.0,42.0,15.0,24.0,212.0,5.0,0.0,1.0,8.8,8.5,62.5,130.6,34.0,218.0,6.4,1.0
782,782,14,NYJ,PIT,2019,16.0,10.0,25.0,37.0,185.0,1.0,2.0,4.0,5.8,4.5,67.6,65.7,25.0,75.0,3.0,0.0
783,783,15,NYJ,BUF,2019,17.0,6.0,21.0,40.0,236.0,0.0,2.0,1.0,5.9,5.8,52.5,49.6,20.0,73.0,3.7,0.0
784,784,0,HOU,NOR,2019,1.0,30.0,32.0,43.0,362.0,2.0,1.0,1.0,8.6,8.2,74.4,105.0,21.0,148.0,7.0,1.0
785,785,1,HOU,JAX,2019,2.0,12.0,23.0,33.0,178.0,1.0,0.0,4.0,6.5,4.8,69.7,92.7,21.0,103.0,4.9,0.0
786,786,2,HOU,LAC,2019,3.0,20.0,31.0,46.0,293.0,2.0,0.0,5.0,6.9,5.7,67.4,99.3,18.0,73.0,4.1,0.0
787,787,3,HOU,CAR,2019,4.0,16.0,24.0,34.0,203.0,0.0,0.0,3.0,6.8,5.5,70.6,85.8,28.0,94.0,3.4,1.0
788,788,4,HOU,ATL,2019,5.0,32.0,32.0,46.0,316.0,3.0,1.0,2.0,7.2,6.6,69.6,101.4,20.0,57.0,2.9,1.0
789,789,5,HOU,KAN,2019,6.0,24.0,19.0,35.0,256.0,3.0,1.0,1.0,7.8,7.1,54.3,94.5,11.0,53.0,4.8,0.0
790,790,6,HOU,IND,2019,7.0,30.0,26.0,40.0,321.0,4.0,0.0,1.0,8.2,7.8,65.0,123.0,26.0,62.0,2.4,0.0
791,791,7,HOU,LVR,2019,8.0,24.0,18.0,30.0,285.0,3.0,0.0,0.0,9.5,9.5,60.0,125.0,23.0,93.0,4.0,0.0
792,792,8,HOU,JAX,2019,9.0,3.0,27.0,47.0,282.0,0.0,2.0,4.0,6.6,5.5,57.4,57.2,15.0,74.0,4.9,0.0
793,793,9,HOU,BAL,2019,11.0,41.0,20.0,27.0,235.0,4.0,0.0,0.0,8.7,8.7,74.1,139.7,37.0,256.0,6.9,1.0
794,794,10,HOU,IND,2019,12.0,17.0,16.0,25.0,121.0,0.0,0.0,1.0,5.2,4.7,64.0,75.6,39.0,175.0,4.5,2.0
795,795,11,HOU,NWE,2019,13.0,22.0,24.0,47.0,303.0,3.0,1.0,3.0,6.9,6.1,51.1,83.9,29.0,145.0,5.0,0.0
796,796,12,HOU,DEN,2019,14.0,38.0,22.0,27.0,301.0,3.0,1.0,1.0,11.4,10.8,81.5,134.7,27.0,90.0,3.3,1.0
797,797,13,HOU,TEN,2019,15.0,21.0,22.0,37.0,269.0,2.0,1.0,2.0,7.5,6.9,59.5,88.7,28.0,163.0,5.8,1.0
798,798,14,HOU,TAM,2019,16.0,20.0,25.0,48.0,329.0,1.0,4.0,3.0,7.0,6.5,52.1,46.3,21.0,106.0,5.0,1.0
799,799,15,HOU,TEN,2019,17.0,35.0,14.0,21.0,222.0,2.0,0.0,0.0,10.6,10.6,66.7,133.4,39.0,245.0,6.3,3.0
800,800,0,LAC,IND,2019,1.0,24.0,21.0,27.0,173.0,2.0,0.0,2.0,7.0,6.0,77.8,118.1,33.0,203.0,6.2,1.0
801,801,1,LAC,DET,2019,2.0,13.0,22.0,30.0,245.0,2.0,2.0,0.0,8.2,8.2,73.3,91.7,28.0,94.0,3.4,0.0
802,802,2,LAC,HOU,2019,3.0,27.0,25.0,34.0,337.0,3.0,0.0,2.0,10.3,9.4,73.5,134.1,19.0,39.0,2.1,1.0
803,803,3,LAC,MIA,2019,4.0,10.0,17.0,24.0,161.0,1.0,1.0,5.0,7.5,5.6,70.8,85.6,18.0,72.0,4.0,0.0
804,804,4,LAC,DEN,2019,5.0,20.0,14.0,20.0,159.0,1.0,1.0,3.0,9.1,6.9,70.0,89.4,32.0,191.0,6.0,1.0
805,805,5,LAC,PIT,2019,6.0,24.0,15.0,20.0,132.0,1.0,1.0,0.0,6.6,6.6,75.0,87.9,36.0,124.0,3.4,1.0
806,806,6,LAC,TEN,2019,7.0,23.0,24.0,30.0,306.0,2.0,1.0,2.0,10.8,9.6,80.0,117.5,29.0,97.0,3.3,1.0
807,807,7,LAC,CHI,2019,8.0,16.0,23.0,35.0,226.0,0.0,1.0,4.0,7.2,5.8,65.7,71.8,38.0,162.0,4.3,1.0
808,808,8,LAC,GNB,2019,9.0,11.0,23.0,35.0,139.0,1.0,0.0,3.0,4.6,3.7,65.7,82.9,11.0,45.0,4.1,0.0
809,809,9,LAC,LVR,2019,10.0,26.0,21.0,31.0,200.0,1.0,0.0,3.0,7.0,5.9,67.7,96.2,21.0,78.0,3.7,1.0
810,810,10,LAC,KAN,2019,11.0,24.0,19.0,32.0,180.0,1.0,1.0,1.0,5.7,5.5,59.4,72.4,27.0,130.0,4.8,2.0
811,811,11,LAC,DEN,2019,13.0,23.0,18.0,28.0,134.0,2.0,1.0,0.0,4.8,4.8,64.3,84.5,25.0,84.0,3.4,0.0
812,812,12,LAC,JAX,2019,14.0,10.0,25.0,38.0,164.0,1.0,0.0,2.0,4.5,4.1,65.8,83.7,23.0,88.0,3.8,0.0
813,813,13,LAC,MIN,2019,15.0,39.0,19.0,25.0,207.0,1.0,1.0,0.0,8.3,8.3,76.0,96.6,37.0,137.0,3.7,2.0
814,814,14,LAC,LVR,2019,16.0,24.0,26.0,30.0,267.0,1.0,0.0,3.0,9.7,8.1,86.7,114.9,29.0,99.0,3.4,2.0
815,815,15,LAC,KAN,2019,17.0,31.0,16.0,25.0,174.0,1.0,1.0,0.0,7.0,7.0,64.0,81.1,23.0,162.0,7.0,2.0
816,816,0,MIN,ATL,2019,1.0,12.0,33.0,46.0,272.0,2.0,2.0,4.0,6.6,5.4,71.7,82.9,17.0,73.0,4.3,0.0
817,817,1,MIN,GNB,2019,2.0,21.0,22.0,34.0,191.0,2.0,0.0,2.0,6.1,5.3,64.7,99.0,33.0,144.0,4.4,1.0
818,818,2,MIN,LVR,2019,3.0,14.0,27.0,34.0,214.0,2.0,1.0,4.0,7.1,5.6,79.4,100.2,20.0,88.0,4.4,0.0
819,819,3,MIN,CHI,2019,4.0,16.0,24.0,33.0,197.0,1.0,0.0,1.0,6.2,5.8,72.7,97.7,33.0,72.0,2.2,0.0
820,820,4,MIN,NYG,2019,5.0,10.0,21.0,38.0,147.0,1.0,1.0,4.0,4.8,3.5,55.3,62.1,20.0,64.0,3.2,0.0
821,821,5,MIN,PHI,2019,6.0,20.0,26.0,41.0,292.0,2.0,2.0,2.0,7.5,6.8,63.4,80.5,22.0,108.0,4.9,0.0
822,822,6,MIN,DET,2019,7.0,30.0,30.0,45.0,352.0,4.0,1.0,2.0,8.1,7.5,66.7,110.6,20.0,81.0,4.1,0.0
823,823,7,MIN,WAS,2019,8.0,9.0,15.0,21.0,131.0,0.0,1.0,4.0,7.8,5.2,71.4,67.8,16.0,85.0,5.3,0.0
824,824,8,MIN,KAN,2019,9.0,26.0,25.0,35.0,230.0,1.0,0.0,5.0,7.9,5.8,71.4,98.5,18.0,147.0,8.2,1.0
825,825,9,MIN,DAL,2019,10.0,24.0,28.0,47.0,393.0,3.0,1.0,1.0,8.4,8.2,59.6,99.0,22.0,50.0,2.3,0.0
826,826,10,MIN,DEN,2019,11.0,23.0,18.0,40.0,270.0,1.0,1.0,2.0,7.0,6.4,45.0,65.6,33.0,124.0,3.8,1.0
827,827,11,MIN,SEA,2019,13.0,37.0,21.0,31.0,226.0,2.0,1.0,2.0,7.7,6.8,67.7,97.0,43.0,218.0,5.1,2.0
828,828,12,MIN,DET,2019,14.0,7.0,24.0,40.0,161.0,1.0,2.0,5.0,5.1,3.6,60.0,56.4,22.0,70.0,3.2,0.0
829,829,13,MIN,LAC,2019,15.0,10.0,28.0,39.0,283.0,1.0,3.0,3.0,7.9,6.7,71.8,68.6,19.0,62.0,3.3,0.0
830,830,14,MIN,GNB,2019,16.0,23.0,26.0,40.0,199.0,0.0,1.0,3.0,5.4,4.6,65.0,66.6,32.0,184.0,5.8,2.0
831,831,15,MIN,CHI,2019,17.0,21.0,26.0,37.0,179.0,0.0,0.0,4.0,5.6,4.4,70.3,80.8,34.0,158.0,4.6,1.0
832,832,0,CLE,TEN,2019,1.0,43.0,14.0,24.0,216.0,3.0,0.0,4.0,10.3,7.7,58.3,127.8,28.0,123.0,4.4,1.0
833,833,1,CLE,NYJ,2019,2.0,3.0,23.0,31.0,169.0,0.0,0.0,4.0,6.5,4.8,74.2,86.6,24.0,93.0,3.9,0.0
834,834,2,CLE,LAR,2019,3.0,20.0,24.0,38.0,254.0,2.0,2.0,2.0,7.1,6.4,63.2,78.2,24.0,90.0,3.8,0.0
835,835,3,CLE,BAL,2019,4.0,25.0,24.0,34.0,222.0,3.0,2.0,4.0,7.3,5.8,70.6,93.0,29.0,173.0,6.0,0.0
836,836,4,CLE,SFO,2019,5.0,31.0,20.0,29.0,171.0,2.0,0.0,2.0,6.2,5.5,69.0,107.1,40.0,275.0,6.9,2.0
837,837,5,CLE,SEA,2019,6.0,32.0,23.0,33.0,284.0,2.0,0.0,3.0,8.9,7.9,69.7,116.2,38.0,170.0,4.5,2.0
838,838,6,CLE,NWE,2019,8.0,27.0,20.0,36.0,239.0,2.0,0.0,3.0,7.2,6.1,55.6,94.6,27.0,79.0,2.9,0.0
839,839,7,CLE,DEN,2019,9.0,24.0,12.0,20.0,175.0,2.0,0.0,3.0,9.7,7.6,60.0,121.9,20.0,127.0,6.4,1.0
840,840,8,CLE,BUF,2019,10.0,16.0,22.0,41.0,260.0,0.0,0.0,1.0,6.5,6.2,53.7,73.2,20.0,84.0,4.2,2.0
841,841,9,CLE,PIT,2019,11.0,7.0,23.0,44.0,178.0,1.0,4.0,4.0,5.0,3.7,52.3,32.2,16.0,58.0,3.6,0.0
842,842,10,CLE,MIA,2019,12.0,24.0,21.0,39.0,192.0,2.0,2.0,4.0,5.5,4.5,53.8,63.2,20.0,92.0,4.6,1.0
843,843,11,CLE,PIT,2019,13.0,20.0,14.0,21.0,199.0,1.0,1.0,1.0,10.1,9.0,66.7,93.2,32.0,124.0,3.9,1.0
844,844,12,CLE,CIN,2019,14.0,19.0,23.0,39.0,272.0,0.0,1.0,2.0,7.4,6.6,59.0,69.6,31.0,179.0,5.8,1.0
845,845,13,CLE,ARI,2019,15.0,38.0,19.0,25.0,219.0,1.0,1.0,0.0,8.8,8.8,76.0,98.6,35.0,226.0,6.5,4.0
846,846,14,CLE,BAL,2019,16.0,31.0,20.0,31.0,238.0,3.0,0.0,0.0,7.7,7.7,64.5,120.1,40.0,243.0,6.1,1.0
847,847,15,CLE,CIN,2019,17.0,33.0,16.0,28.0,182.0,1.0,1.0,1.0,6.8,6.3,57.1,73.8,39.0,179.0,4.6,3.0
848,848,0,LVR,DEN,2019,1.0,16.0,21.0,31.0,249.0,1.0,0.0,3.0,8.6,7.3,67.7,102.8,23.0,95.0,4.1,0.0
849,849,1,LVR,KAN,2019,2.0,28.0,30.0,44.0,436.0,4.0,0.0,2.0,10.1,9.5,68.2,130.5,22.0,31.0,1.4,0.0
850,850,2,LVR,MIN,2019,3.0,34.0,15.0,21.0,174.0,1.0,0.0,0.0,8.3,8.3,71.4,112.0,38.0,211.0,5.6,3.0
851,851,3,LVR,IND,2019,4.0,24.0,24.0,46.0,265.0,3.0,1.0,0.0,5.8,5.8,52.2,82.2,23.0,81.0,3.5,0.0
852,852,4,LVR,CHI,2019,5.0,21.0,22.0,30.0,194.0,2.0,2.0,4.0,7.7,5.7,73.3,84.6,17.0,42.0,2.5,1.0
853,853,5,LVR,GNB,2019,7.0,42.0,25.0,31.0,421.0,5.0,0.0,1.0,13.8,13.2,80.6,158.3,23.0,60.0,2.6,1.0
854,854,6,LVR,HOU,2019,8.0,27.0,27.0,39.0,258.0,3.0,0.0,3.0,7.2,6.1,69.2,113.0,32.0,130.0,4.1,0.0
855,855,7,LVR,DET,2019,9.0,24.0,26.0,41.0,383.0,3.0,1.0,2.0,9.9,8.9,63.4,108.1,19.0,90.0,4.7,0.0
856,856,8,LVR,LAC,2019,10.0,24.0,17.0,31.0,169.0,2.0,3.0,5.0,6.7,4.7,54.8,52.4,30.0,146.0,4.9,1.0
857,857,9,LVR,CIN,2019,11.0,10.0,13.0,31.0,73.0,0.0,1.0,5.0,3.7,2.0,41.9,36.1,22.0,173.0,7.9,1.0
858,858,10,LVR,NYJ,2019,12.0,34.0,20.0,29.0,313.0,2.0,0.0,1.0,10.9,10.4,69.0,127.5,30.0,88.0,2.9,1.0
859,859,11,LVR,KAN,2019,13.0,40.0,15.0,29.0,163.0,1.0,0.0,1.0,6.0,5.4,51.7,80.1,29.0,96.0,3.3,3.0
860,860,12,LVR,TEN,2019,14.0,42.0,21.0,27.0,391.0,3.0,1.0,0.0,14.5,14.5,77.8,140.4,32.0,161.0,5.0,2.0
861,861,13,LVR,JAX,2019,15.0,20.0,17.0,29.0,185.0,2.0,0.0,2.0,6.9,6.0,58.6,100.5,22.0,77.0,3.5,0.0
862,862,14,LVR,LAC,2019,16.0,17.0,27.0,39.0,265.0,0.0,0.0,1.0,7.2,6.6,69.2,88.1,16.0,19.0,1.2,2.0
863,863,15,LVR,DEN,2019,17.0,16.0,17.0,28.0,168.0,1.0,0.0,2.0,6.3,5.6,60.7,89.6,27.0,70.0,2.6,0.0
864,864,0,NYG,DAL,2019,1.0,35.0,25.0,32.0,405.0,4.0,0.0,0.0,12.7,12.7,78.1,158.3,30.0,89.0,3.0,1.0
865,865,1,NYG,BUF,2019,2.0,28.0,19.0,30.0,237.0,1.0,0.0,3.0,8.4,7.2,63.3,98.9,34.0,151.0,4.4,3.0
866,866,2,NYG,TAM,2019,3.0,31.0,23.0,37.0,355.0,3.0,1.0,4.0,10.3,8.7,62.2,109.6,32.0,144.0,4.5,0.0
867,867,3,NYG,WAS,2019,4.0,3.0,15.0,28.0,121.0,0.0,4.0,3.0,5.1,3.9,53.6,25.1,17.0,55.0,3.2,0.0
868,868,4,NYG,MIN,2019,5.0,28.0,22.0,27.0,279.0,2.0,0.0,3.0,11.3,9.3,81.5,134.4,34.0,211.0,6.2,0.0
869,869,5,NYG,NWE,2019,6.0,35.0,31.0,41.0,313.0,0.0,1.0,3.0,8.1,7.1,75.6,86.7,34.0,114.0,3.4,3.0
870,870,6,NYG,ARI,2019,7.0,27.0,14.0,21.0,89.0,0.0,0.0,2.0,5.0,3.9,66.7,75.3,38.0,156.0,4.1,3.0
871,871,7,NYG,DET,2019,8.0,31.0,25.0,32.0,316.0,3.0,1.0,4.0,10.7,8.8,78.1,126.0,25.0,59.0,2.4,0.0
872,872,8,NYG,DAL,2019,9.0,37.0,22.0,35.0,257.0,3.0,1.0,0.0,7.3,7.3,62.9,101.7,30.0,172.0,5.7,0.0
873,873,9,NYG,NYJ,2019,10.0,34.0,19.0,30.0,218.0,1.0,0.0,2.0,7.7,6.8,63.3,96.2,29.0,76.0,2.6,2.0
874,874,10,NYG,CHI,2019,12.0,19.0,25.0,41.0,270.0,1.0,2.0,2.0,6.8,6.3,61.0,68.1,26.0,65.0,2.5,1.0
875,875,11,NYG,GNB,2019,13.0,31.0,21.0,33.0,243.0,4.0,0.0,0.0,7.4,7.4,63.6,125.4,26.0,79.0,3.0,0.0
876,876,12,NYG,PHI,2019,14.0,23.0,33.0,50.0,300.0,2.0,0.0,3.0,6.5,5.7,66.0,95.4,32.0,118.0,3.7,1.0
877,877,13,NYG,MIA,2019,15.0,20.0,23.0,41.0,262.0,2.0,0.0,3.0,6.8,6.0,56.1,91.7,25.0,122.0,4.9,0.0
878,878,14,NYG,WAS,2019,16.0,35.0,29.0,38.0,281.0,3.0,0.0,3.0,7.9,6.9,76.3,122.8,26.0,80.0,3.1,2.0
879,879,15,NYG,PHI,2019,17.0,34.0,23.0,40.0,279.0,1.0,0.0,1.0,7.2,6.8,57.5,87.4,31.0,121.0,3.9,3.0
880,880,0,ATL,MIN,2019,1.0,28.0,8.0,10.0,97.0,1.0,0.0,1.0,9.8,8.8,80.0,140.4,38.0,172.0,4.5,3.0
881,881,1,ATL,PHI,2019,2.0,20.0,28.0,48.0,237.0,1.0,2.0,3.0,5.3,4.6,58.3,60.9,21.0,49.0,2.3,1.0
882,882,2,ATL,IND,2019,3.0,27.0,28.0,37.0,300.0,2.0,0.0,1.0,8.4,7.9,75.7,116.9,24.0,79.0,3.3,1.0
883,883,3,ATL,TEN,2019,4.0,24.0,18.0,27.0,227.0,3.0,0.0,0.0,8.4,8.4,66.7,129.7,34.0,138.0,4.1,0.0
884,884,4,ATL,HOU,2019,5.0,53.0,28.0,33.0,426.0,5.0,0.0,0.0,12.9,12.9,84.8,158.3,34.0,166.0,4.9,1.0
885,885,5,ATL,ARI,2019,6.0,34.0,27.0,37.0,340.0,3.0,0.0,0.0,9.2,9.2,73.0,128.2,29.0,102.0,3.5,1.0
886,886,6,ATL,LAR,2019,7.0,37.0,23.0,38.0,291.0,2.0,0.0,0.0,7.7,7.7,60.5,102.0,36.0,90.0,2.5,1.0
887,887,7,ATL,SEA,2019,8.0,27.0,14.0,20.0,171.0,2.0,0.0,2.0,9.1,7.8,70.0,129.4,33.0,151.0,4.6,1.0
888,888,8,ATL,NOR,2019,10.0,9.0,33.0,46.0,258.0,0.0,0.0,6.0,6.6,5.0,71.7,85.2,11.0,52.0,4.7,0.0
889,889,9,ATL,CAR,2019,11.0,3.0,31.0,50.0,270.0,0.0,4.0,5.0,6.5,4.9,62.0,42.9,15.0,77.0,5.1,0.0
890,890,10,ATL,TAM,2019,12.0,35.0,18.0,28.0,313.0,3.0,2.0,0.0,11.2,11.2,64.3,108.2,34.0,133.0,3.9,1.0
891,891,11,ATL,NOR,2019,13.0,26.0,18.0,31.0,184.0,1.0,0.0,0.0,5.9,5.9,58.1,86.0,18.0,95.0,5.3,1.0
892,892,12,ATL,CAR,2019,14.0,20.0,28.0,41.0,245.0,1.0,2.0,5.0,7.1,5.3,68.3,71.7,22.0,100.0,4.5,1.0
893,893,13,ATL,SFO,2019,15.0,22.0,22.0,34.0,193.0,1.0,0.0,1.0,5.9,5.5,64.7,89.5,27.0,120.0,4.4,1.0
894,894,14,ATL,JAX,2019,16.0,12.0,14.0,32.0,173.0,1.0,0.0,3.0,5.9,4.9,43.8,71.5,24.0,115.0,4.8,0.0
895,895,15,ATL,TAM,2019,17.0,22.0,13.0,24.0,193.0,2.0,2.0,1.0,8.4,7.7,54.2,73.8,21.0,136.0,6.5,0.0
896,896,0,SEA,CIN,2019,1.0,20.0,35.0,51.0,395.0,2.0,0.0,5.0,8.2,7.1,68.6,104.6,14.0,34.0,2.4,0.0
897,897,1,SEA,PIT,2019,2.0,26.0,20.0,34.0,180.0,2.0,1.0,1.0,5.5,5.1,58.8,80.5,16.0,81.0,5.1,1.0
898,898,2,SEA,NOR,2019,3.0,33.0,19.0,27.0,177.0,2.0,0.0,0.0,6.6,6.6,70.4,112.7,23.0,88.0,3.8,1.0
899,899,3,SEA,ARI,2019,4.0,10.0,22.0,32.0,206.0,0.0,1.0,4.0,7.5,5.7,68.8,73.2,23.0,115.0,5.0,1.0
900,900,4,SEA,LAR,2019,5.0,29.0,29.0,49.0,395.0,1.0,1.0,0.0,8.1,8.1,59.2,83.3,18.0,82.0,4.6,2.0
901,901,5,SEA,CLE,2019,6.0,28.0,22.0,37.0,249.0,1.0,3.0,0.0,6.7,6.7,59.5,54.9,24.0,157.0,6.5,3.0
902,902,6,SEA,BAL,2019,7.0,30.0,9.0,20.0,141.0,0.0,0.0,1.0,7.2,6.7,45.0,69.0,35.0,199.0,5.7,1.0
903,903,7,SEA,ATL,2019,8.0,20.0,39.0,52.0,441.0,1.0,1.0,2.0,8.8,8.2,75.0,98.3,17.0,69.0,4.1,1.0
904,904,8,SEA,TAM,2019,9.0,34.0,29.0,44.0,319.0,2.0,0.0,2.0,7.6,6.9,65.9,102.4,26.0,99.0,3.8,2.0
905,905,9,SEA,SFO,2019,10.0,24.0,24.0,46.0,215.0,1.0,1.0,5.0,5.4,4.2,52.2,63.2,27.0,87.0,3.2,0.0
906,906,10,SEA,PHI,2019,12.0,9.0,33.0,45.0,238.0,1.0,2.0,3.0,5.7,5.0,73.3,74.1,23.0,106.0,4.6,0.0
907,907,11,SEA,MIN,2019,13.0,30.0,22.0,38.0,276.0,2.0,1.0,0.0,7.3,7.3,57.9,87.2,14.0,78.0,5.6,1.0
908,908,12,SEA,LAR,2019,14.0,28.0,22.0,32.0,293.0,2.0,2.0,0.0,9.2,9.2,68.8,92.3,35.0,162.0,4.6,2.0
909,909,13,SEA,CAR,2019,15.0,24.0,25.0,42.0,269.0,1.0,3.0,1.0,6.6,6.3,59.5,56.5,29.0,145.0,5.0,2.0
910,910,14,SEA,ARI,2019,16.0,27.0,15.0,27.0,159.0,1.0,0.0,2.0,6.2,5.5,55.6,85.3,40.0,253.0,6.3,2.0
911,911,15,SEA,SFO,2019,17.0,26.0,18.0,22.0,270.0,0.0,0.0,2.0,13.0,11.3,81.8,117.8,24.0,128.0,5.3,3.0
912,912,0,NOR,HOU,2019,1.0,28.0,20.0,30.0,234.0,3.0,1.0,6.0,8.9,6.5,66.7,109.6,23.0,180.0,7.8,1.0
913,913,1,NOR,LAR,2019,2.0,27.0,19.0,28.0,265.0,1.0,0.0,3.0,10.1,8.5,67.9,110.0,30.0,115.0,3.8,2.0
914,914,2,NOR,SEA,2019,3.0,27.0,32.0,50.0,406.0,2.0,0.0,0.0,8.1,8.1,64.0,102.6,26.0,108.0,4.2,2.0
915,915,3,NOR,DAL,2019,4.0,10.0,22.0,33.0,212.0,0.0,1.0,1.0,6.8,6.2,66.7,71.8,20.0,45.0,2.3,1.0
916,916,4,NOR,TAM,2019,5.0,24.0,15.0,27.0,158.0,2.0,0.0,6.0,7.6,4.8,55.6,97.5,22.0,94.0,4.3,1.0
917,917,5,NOR,JAX,2019,6.0,6.0,14.0,29.0,151.0,0.0,1.0,2.0,5.6,4.9,48.3,49.6,24.0,75.0,3.1,0.0
918,918,6,NOR,CHI,2019,7.0,25.0,34.0,54.0,235.0,2.0,0.0,2.0,4.6,4.2,63.0,85.0,7.0,17.0,2.4,0.0
919,919,7,NOR,ARI,2019,8.0,9.0,19.0,34.0,197.0,0.0,0.0,4.0,6.5,5.2,55.9,72.8,11.0,40.0,3.6,0.0
920,920,8,NOR,ATL,2019,10.0,26.0,20.0,35.0,174.0,2.0,1.0,1.0,5.2,4.8,57.1,77.6,34.0,143.0,4.2,0.0
921,921,9,NOR,TAM,2019,11.0,17.0,30.0,51.0,298.0,2.0,4.0,2.0,6.1,5.6,58.8,55.8,8.0,36.0,4.5,0.0
922,922,10,NOR,CAR,2019,12.0,31.0,23.0,36.0,230.0,3.0,0.0,4.0,7.1,5.8,63.9,109.7,29.0,121.0,4.2,1.0
923,923,11,NOR,ATL,2019,13.0,18.0,35.0,50.0,259.0,2.0,2.0,9.0,6.2,4.4,70.0,78.7,26.0,89.0,3.4,0.0
924,924,12,NOR,SFO,2019,14.0,48.0,27.0,36.0,354.0,5.0,1.0,3.0,10.7,9.1,75.0,133.6,24.0,162.0,6.8,1.0
925,925,13,NOR,IND,2019,15.0,7.0,18.0,34.0,159.0,0.0,0.0,1.0,4.9,4.5,52.9,65.7,17.0,46.0,2.7,1.0
926,926,14,NOR,TEN,2019,16.0,28.0,17.0,27.0,248.0,3.0,0.0,5.0,10.1,7.8,63.0,129.9,26.0,149.0,5.7,1.0
927,927,15,NOR,CAR,2019,17.0,10.0,26.0,49.0,288.0,0.0,2.0,2.0,6.1,5.6,53.1,53.8,18.0,41.0,2.3,1.0
928,928,0,ARI,DET,2019,1.0,27.0,27.0,45.0,361.0,3.0,0.0,3.0,8.6,7.5,60.0,107.7,32.0,116.0,3.6,0.0
929,929,1,ARI,BAL,2019,2.0,23.0,24.0,37.0,258.0,2.0,0.0,2.0,7.4,6.6,64.9,103.2,33.0,182.0,5.5,0.0
930,930,2,ARI,CAR,2019,3.0,38.0,19.0,26.0,240.0,4.0,0.0,2.0,10.0,8.6,73.1,141.0,31.0,173.0,5.6,1.0
931,931,3,ARI,SEA,2019,4.0,27.0,22.0,28.0,225.0,1.0,0.0,4.0,8.6,7.0,78.6,112.1,27.0,115.0,4.3,1.0
932,932,4,ARI,CIN,2019,5.0,23.0,27.0,38.0,262.0,2.0,0.0,1.0,6.9,6.7,71.1,107.6,23.0,108.0,4.7,0.0
933,933,5,ARI,ATL,2019,6.0,33.0,30.0,36.0,341.0,4.0,0.0,2.0,9.9,9.0,83.3,143.2,25.0,103.0,4.1,0.0
934,934,6,ARI,NYG,2019,7.0,21.0,22.0,35.0,156.0,1.0,1.0,8.0,6.4,3.6,62.9,70.7,22.0,107.0,4.9,1.0
935,935,7,ARI,NOR,2019,8.0,31.0,34.0,43.0,373.0,3.0,1.0,0.0,8.7,8.7,79.1,116.4,29.0,137.0,4.7,1.0
936,936,8,ARI,SFO,2019,9.0,28.0,28.0,37.0,310.0,4.0,0.0,1.0,8.6,8.2,75.7,136.1,31.0,101.0,3.3,0.0
937,937,9,ARI,TAM,2019,10.0,30.0,30.0,48.0,339.0,1.0,2.0,4.0,7.5,6.5,62.5,73.2,26.0,118.0,4.5,2.0
938,938,10,ARI,SFO,2019,11.0,36.0,34.0,45.0,408.0,4.0,2.0,2.0,9.4,8.7,75.6,113.9,19.0,34.0,1.8,0.0
939,939,11,ARI,LAR,2019,13.0,34.0,33.0,45.0,417.0,2.0,0.0,1.0,9.5,9.1,73.3,116.6,30.0,132.0,4.4,1.0
940,940,12,ARI,PIT,2019,14.0,23.0,16.0,19.0,135.0,1.0,0.0,3.0,8.0,6.1,84.2,113.8,35.0,140.0,4.0,0.0
941,941,13,ARI,CLE,2019,15.0,24.0,30.0,43.0,241.0,2.0,1.0,1.0,5.7,5.5,69.8,89.4,23.0,152.0,6.6,1.0
942,942,14,ARI,SEA,2019,16.0,13.0,16.0,31.0,133.0,1.0,0.0,5.0,5.5,3.7,51.6,73.7,20.0,91.0,4.6,0.0
943,943,15,ARI,LAR,2019,17.0,31.0,29.0,45.0,311.0,3.0,0.0,1.0,7.1,6.8,64.4,106.8,33.0,113.0,3.4,1.0
