,GAME_ORDER,YEAR,DATE,GAME_NUMBER,WEEK,PLAYER,AGE,TEAM,OPPONENT,RESULT,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,RUSHING_1D,RUSHING_YBC,RUSHING_YBC_ATT,RUSHING_YAC,RUSHING_YAC_ATT,RUSHING_BRKTKL,RUSHING_ATT_BR,RECEIVING_TGT,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TD,RECEIVING_1D,RECEIVING_YBC,RECEIVING_YBC_R,RECEIVING_YAC,RECEIVING_YAC_R,RECEIVING_ADOT,RECEIVING_BRKTKL,RECEIVING_REC_BR,RECEIVING_DROP,RECEIVING_DROP_PCT,RECEIVING_INT,RECEIVING_RAT,PASSING_CMP,PASSING_ATT,PASSING_CMP_PCT,PASSING_YDS,PASSING_TD,PASSING_INT,PASSING_RATE,PASSING_SK,PASSING_YDS1,PASSING_Y_A,PASSING_AY_A
17,18,2019,2019-09-15,2,2,Derrick Henry,25.254,TEN,IND,L 17-19,15,82,1,7,5,0.3,77,5.1,1,15.0,3,2,12,0,0,-6,-3.0,18,9.0,-2.3,0,0,1,33.3,0,74.3,0,0,0,0,0,0,0,0,0,0,0
18,19,2019,2019-09-19,3,3,Derrick Henry,25.258,TEN,JAX,L 7-20,17,44,1,3,-4,-0.2,48,2.8,1,17.0,2,1,2,0,0,2,2.0,0,0.0,-1.5,0,0,1,50.0,0,56.2,0,0,0,0,0,0,0,0,0,0,0
19,20,2019,2019-09-29,4,4,Derrick Henry,25.268,TEN,ATL,W 24-10,27,100,0,6,32,1.2,68,2.5,2,13.5,1,1,8,0,0,-2,-2.0,10,10.0,-2.0,0,0,0,0.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0
20,21,2019,2019-10-06,5,5,Derrick Henry,25.275,TEN,BUF,L 7-14,20,78,1,4,24,1.2,54,2.7,3,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22,2019,2019-10-13,6,6,Derrick Henry,25.282,TEN,DEN,L 0-16,15,28,0,0,6,0.4,22,1.5,1,15.0,3,1,5,0,0,3,3.0,2,2.0,-0.3,0,0,1,33.3,0,42.4,0,0,0,0,0,0,0,0,0,0,0
22,23,2019,2019-10-20,7,7,Derrick Henry,25.289,TEN,LAC,W 23-20,22,90,1,4,13,0.6,77,3.5,3,7.3,1,1,18,0,1,-3,-3.0,21,21.0,-3.0,0,0,0,0.0,0,118.7,0,0,0,0,0,0,0,0,0,0,0
23,24,2019,2019-10-27,8,8,Derrick Henry,25.296,TEN,TAM,W 27-23,16,75,0,3,39,2.4,36,2.3,2,8.0,1,1,8,0,0,-4,-4.0,12,12.0,-4.0,0,0,0,0.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0
24,25,2019,2019-11-03,9,9,Derrick Henry,25.303,TEN,CAR,L 20-30,13,63,1,3,56,4.3,7,0.5,0,0,3,3,36,1,2,-13,-4.3,49,16.3,-4.3,2,1.5,0,0.0,0,156.2,0,0,0,0,0,0,0,0,0,0,0
25,26,2019,2019-11-10,10,10,Derrick Henry,25.310,TEN,KAN,W 35-32,23,188,2,7,61,2.7,127,5.5,3,7.7,2,2,3,0,0,3,1.5,0,0.0,1.5,0,0,0,0.0,0,79.2,0,0,0,0,0,0,0,0,0,0,0
26,27,2019,2019-11-24,11,12,Derrick Henry,25.324,TEN,JAX,W 42-20,19,159,2,5,41,2.2,118,6.2,0,0,1,1,16,0,0,-1,-1.0,17,17.0,-1.0,0,0,0,0.0,0,118.7,0,0,0,0,0,0,0,0,0,0,0
27,28,2019,2019-12-01,12,13,Derrick Henry,25.331,TEN,IND,W 31-17,26,149,1,6,53,2.0,96,3.7,4,6.5,3,3,17,0,0,0,0.0,17,5.7,0.0,0,0,0,0.0,0,90.3,0,0,0,0,0,0,0,0,0,0,0
28,29,2019,2019-12-08,13,14,Derrick Henry,25.338,TEN,OAK,W 42-21,18,103,2,6,27,1.5,76,4.2,2,9.0,1,1,6,0,0,3,3.0,3,3.0,3.0,0,0,0,0.0,0,91.7,0,0,0,0,0,0,0,0,0,0,0
29,30,2019,2019-12-15,14,15,Derrick Henry,25.345,TEN,HOU,L 21-24,21,86,0,3,45,2.1,41,2.0,1,21.0,1,0,0,0,0,0,0,0,0,-3.0,0,0,0,0.0,0,39.6,0,0,0,0,0,0,0,0,0,0,0
30,31,2019,2019-12-29,16,17,Derrick Henry,25.359,TEN,HOU,W 35-14,32,211,3,12,151,4.7,60,1.9,5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,32,2020,2020-09-14,1,1,Derrick Henry,26.254,TEN,DEN,W 16-14,31,116,0,4,67,2.2,49,1.6,2,15.5,3,3,15,0,1,3,1.0,12,4.0,1.0,0,0,0,0.0,0,87.5,0,0,0,0,0,0,0,0,0,0,0
32,33,2020,2020-09-20,2,2,Derrick Henry,26.260,TEN,JAX,W 33-30,25,84,0,5,37,1.5,47,1.9,2,12.5,2,0,0,0,0,0,0,0,0,0.0,0,0,1,50.0,0,39.6,0,0,0,0,0,0,0,0,0,0,0
33,34,2020,2020-09-27,3,3,Derrick Henry,26.267,TEN,MIN,W 31-30,26,119,2,9,46,1.8,73,2.8,4,6.5,3,2,11,0,2,10,5.0,1,0.5,5.0,0,0,0,0.0,0,72.9,0,0,0,0,0,0,0,0,0,0,0
34,35,2020,2020-10-13,4,5,Derrick Henry,26.283,TEN,BUF,W 42-16,19,57,2,4,29,1.5,28,1.5,0,0,2,1,6,0,0,2,2.0,4,4.0,-1.5,0,0,0,0.0,0,56.2,0,0,0,0,0,0,0,0,0,0,0
35,36,2020,2020-10-18,5,6,Derrick Henry,26.288,TEN,HOU,W 42-36,22,212,2,7,85,3.9,127,5.8,5,4.4,5,2,52,0,1,-5,-2.5,57,28.5,-2.2,1,2.0,0,0.0,0,78.7,0,0,0,0,0,0,0,0,0,0,0
36,37,2020,2020-10-25,6,7,Derrick Henry,26.295,TEN,PIT,L 24-27,20,75,1,4,41,2.1,34,1.7,2,10.0,2,2,-3,0,0,-3,-1.5,0,0.0,-1.5,0,0,0,0.0,0,79.2,0,0,0,0,0,0,0,0,0,0,0
37,38,2020,2020-11-01,7,8,Derrick Henry,26.302,TEN,CIN,L 20-31,18,112,1,6,56,3.1,56,3.1,1,18.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,39.6,0,0,0,0,0,0,0,0,0,0,0
38,39,2020,2020-11-08,8,9,Derrick Henry,26.309,TEN,CHI,W 24-17,21,68,0,3,13,0.6,55,2.6,1,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,40,2020,2020-11-12,9,10,Derrick Henry,26.313,TEN,IND,L 17-34,19,103,0,6,35,1.8,68,3.6,2,9.5,2,1,6,0,0,-5,-5.0,11,11.0,-3.0,0,0,0,0.0,0,56.2,0,0,0,0,0,0,0,0,0,0,0
40,41,2020,2020-11-22,10,11,Derrick Henry,26.323,TEN,BAL,W 30-24,28,133,1,6,43,1.5,90,3.2,1,28.0,2,1,-1,0,0,-2,-2.0,1,1.0,-2.0,0,0,0,0.0,0,56.2,0,0,0,0,0,0,0,0,0,0,0
41,42,2020,2020-11-29,11,12,Derrick Henry,26.330,TEN,IND,W 45-26,27,178,3,10,95,3.5,83,3.1,3,9.0,4,2,7,0,0,-3,-1.5,10,5.0,-2.5,0,0,0,0.0,0,56.2,0,0,0,0,0,0,0,0,0,0,0
42,43,2020,2020-12-06,12,13,Derrick Henry,26.337,TEN,CLE,L 35-41,15,60,0,3,44,2.9,16,1.1,0,0,1,1,9,0,0,1,1.0,8,8.0,1.0,0,0,0,0.0,0,104.2,0,0,0,0,0,0,0,0,0,0,0
43,44,2020,2020-12-13,13,14,Derrick Henry,26.344,TEN,JAX,W 31-10,26,215,2,8,158,6.1,57,2.2,1,26.0,2,2,7,0,0,-8,-4.0,15,7.5,-4.0,0,0,0,0.0,0,81.2,0,0,0,0,0,0,0,0,0,0,0
44,45,2020,2020-12-20,14,15,Derrick Henry,26.351,TEN,DET,W 46-25,24,147,1,6,55,2.3,92,3.8,1,24.0,2,2,5,0,0,-3,-1.5,8,4.0,-1.5,0,0,0,0.0,0,79.2,0,0,0,0,0,0,0,0,0,0,0
45,46,2020,2020-12-27,15,16,Derrick Henry,26.358,TEN,GNB,L 14-40,23,98,0,5,34,1.5,64,2.8,4,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,47,2020,2021-01-03,16,17,Derrick Henry,26.365,TEN,HOU,W 41-38,34,250,2,12,149,4.4,101,3.0,5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,48,2021,2021-09-12,1,1,Derrick Henry,27.251,TEN,ARI,L 13-38,17,58,0,2,41,2.4,17,1.0,0,0,4,3,19,0,0,2,0.7,17,5.7,1.5,0,0,0,0.0,0,84.4,0,0,0,0,0,0,0,0,0,0,0
48,49,2021,2021-09-19,2,2,Derrick Henry,27.258,TEN,SEA,W 33-30,35,182,3,9,93,2.7,89,2.5,1,35.0,6,6,55,0,3,12,2.0,43,7.2,2.0,0,0,0,0.0,0,104.9,0,0,0,0,0,0,0,0,0,0,0
49,50,2021,2021-09-26,3,3,Derrick Henry,27.265,TEN,IND,W 25-16,28,113,0,7,72,2.6,41,1.5,1,28.0,3,3,31,0,2,-5,-1.7,36,12.0,-1.7,1,3.0,0,0.0,0,109.7,0,0,0,0,0,0,0,0,0,0,0
50,51,2021,2021-10-03,4,4,Derrick Henry,27.272,TEN,NYJ,L 24-27,33,157,1,8,77,2.3,80,2.4,2,16.5,2,2,20,0,1,5,2.5,15,7.5,2.5,0,0,0,0.0,0,108.3,0,0,0,0,0,0,0,0,0,0,0
51,52,2021,2021-10-10,5,5,Derrick Henry,27.279,TEN,JAX,W 37-19,29,130,3,8,79,2.7,51,1.8,4,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,53,2021,2021-10-18,6,6,Derrick Henry,27.287,TEN,BUF,W 34-31,20,143,3,5,47,2.4,96,4.8,1,20.0,3,2,13,0,0,-11,-5.5,24,12.0,-4.0,0,0,0,0.0,0,75.7,0,0,0,0,0,0,0,0,0,0,0
53,54,2021,2021-10-24,7,7,Derrick Henry,27.293,TEN,KAN,W 27-3,29,86,0,6,28,1.0,58,2.0,1,29.0,2,2,16,0,1,-9,-4.5,25,12.5,-4.5,0,0,0,0.0,0,100.0,1,1,100.00,5,1,0,127.1,0,0,5.00,25.00
54,55,2021,2021-10-31,8,8,Derrick Henry,27.300,TEN,IND,W 34-31,28,68,0,4,13,0.5,55,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,56,2022,2022-09-11,1,1,Derrick Henry,28.250,TEN,NYG,L 20-21,21,82,0,1,36,1.7,46,2.2,2,10.5,1,0,0,0,0,0,0,0,0,-1.0,0,0,1,100.0,0,39.6,0,0,0,0,0,0,0,0,0,0,0
56,57,2022,2022-09-19,2,2,Derrick Henry,28.258,TEN,BUF,L 7-41,13,25,1,1,4,0.3,21,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,58,2022,2022-09-25,3,3,Derrick Henry,28.264,TEN,LVR,W 24-22,20,85,1,5,31,1.6,54,2.7,4,5.0,6,5,58,0,2,8,1.6,50,10.0,0.0,0,0,0,0.0,0,106.9,0,0,0,0,0,0,0,0,0,0,0
58,59,2022,2022-10-02,4,4,Derrick Henry,28.271,TEN,IND,W 24-17,22,114,1,4,82,3.7,32,1.5,1,22.0,5,3,33,0,1,-2,-0.7,35,11.7,0.6,0,0,2,40.0,0,79.6,0,0,0,0,0,0,0,0,0,0,0
59,60,2022,2022-10-09,5,5,Derrick Henry,28.278,TEN,WAS,W 21-17,28,102,2,7,43,1.5,59,2.1,5,5.6,2,2,30,0,1,12,6.0,18,9.0,6.0,0,0,0,0.0,0,118.7,0,0,0,0,0,0,0,0,0,0,0
60,61,2022,2022-10-23,6,7,Derrick Henry,28.292,TEN,IND,W 19-10,30,128,0,7,46,1.5,82,2.7,2,15.0,3,3,10,0,0,-9,-3.0,19,6.3,-3.0,0,0,0,0.0,0,80.6,0,0,0,0,0,0,0,0,0,0,0
61,62,2022,2022-10-30,7,8,Derrick Henry,28.299,TEN,HOU,W 17-10,32,219,2,10,92,2.9,127,4.0,4,8.0,1,1,9,0,0,2,2.0,7,7.0,2.0,2,0.5,0,0.0,0,104.2,0,0,0,0,0,0,0,0,0,0,0
62,63,2022,2022-11-06,8,9,Derrick Henry,28.306,TEN,KAN,L 17-20,17,115,2,5,43,2.5,72,4.2,2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,64,2022,2022-11-13,9,10,Derrick Henry,28.313,TEN,DEN,W 17-10,19,53,0,1,44,2.3,9,0.5,0,0,3,2,14,0,0,8,4.0,6,3.0,2.3,0,0,1,33.3,0,77.1,0,0,0,0,0,0,0,0,0,0,0
64,65,2022,2022-11-17,10,11,Derrick Henry,28.317,TEN,GNB,W 27-17,28,87,1,5,42,1.5,45,1.6,5,5.6,2,2,45,0,2,-7,-3.5,52,26.0,-3.5,0,0,0,0.0,0,118.7,2,2,100.00,4,1,0,118.7,0,0,2.00,12.00
65,66,2022,2022-11-27,11,12,Derrick Henry,28.327,TEN,CIN,L 16-20,17,38,0,0,24,1.4,14,0.8,0,0,3,3,79,0,1,-4,-1.3,83,27.7,-1.3,0,0,0,0.0,0,118.7,0,0,0,0,0,0,0,0,0,0,0
66,67,2022,2022-12-04,12,13,Derrick Henry,28.334,TEN,PHI,L 10-35,11,30,0,0,27,2.5,3,0.3,0,0,3,2,8,0,0,1,0.5,7,3.5,0.7,0,0,1,33.3,0,70.1,0,0,0,0,0,0,0,0,0,0,0
67,68,2022,2022-12-11,13,14,Derrick Henry,28.341,TEN,JAX,L 22-36,17,121,1,6,66,3.9,55,3.2,2,8.5,5,3,34,0,1,3,1.0,31,10.3,-0.2,0,0,0,0.0,0,80.4,0,0,0,0,0,0,0,0,0,0,0
68,69,2022,2022-12-18,14,15,Derrick Henry,28.348,TEN,LAC,L 14-17,21,104,1,6,57,2.7,47,2.2,0,0,4,4,59,0,2,6,1.5,53,13.3,1.5,0,0,0,0.0,0,118.7,0,0,0,0,0,0,0,0,0,0,0
69,70,2022,2022-12-24,15,16,Derrick Henry,28.354,TEN,HOU,L 14-19,23,126,1,6,53,2.3,73,3.2,7,3.3,2,2,0,0,0,-1,-0.5,1,0.5,-0.5,0,0,0,0.0,0,79.2,0,0,0,0,0,0,0,0,0,0,0
70,71,2022,2023-01-07,17,18,Derrick Henry,29.003,TEN,JAX,L 16-20,30,109,0,1,50,1.7,59,2.0,1,30.0,1,1,19,0,1,-5,-5.0,24,24.0,-5.0,0,0,0,0.0,0,118.7,0,0,0,0,0,0,0,0,0,0,0
71,72,2023,2023-09-10,1,1,Derrick Henry,29.249,TEN,NOR,L 15-16,15,63,0,4,44,2.9,19,1.3,0,0,3,2,56,0,1,-10,-5.0,66,33.0,-5.7,0,0,0,0.0,0,109.7,0,0,0,0,0,0,0,0,0,0,0
72,73,2023,2023-09-17,2,2,Derrick Henry,29.256,TEN,LAC,W 27-24,25,80,1,5,36,1.4,44,1.8,0,0,4,3,15,0,0,-6,-2.0,21,7.0,-3.5,0,0,0,0.0,0,80.2,0,0,0,0,0,0,0,0,0,0,0
73,74,2023,2023-09-24,3,3,Derrick Henry,29.263,TEN,CLE,L 3-27,11,20,0,0,1,0.1,19,1.7,3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,75,2023,2023-10-01,4,4,Derrick Henry,29.270,TEN,CIN,W 27-3,22,122,1,7,59,2.7,63,2.9,1,22.0,1,1,11,0,0,-5,-5.0,16,16.0,-5.0,0,0,0,0.0,0,112.5,1,1,100.00,2,1,0,118.7,0,0,2.00,22.00
75,76,2023,2023-10-08,5,5,Derrick Henry,29.277,TEN,IND,L 16-23,13,43,0,1,19,1.5,24,1.8,0,0,3,3,19,0,1,-8,-2.7,27,9.0,-2.7,0,0,0,0.0,0,93.1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
76,77,2023,2023-10-15,6,6,Derrick Henry,29.284,TEN,BAL,L 16-24,12,97,1,3,70,5.8,27,2.3,4,3.0,2,2,16,0,0,-8,-4.0,24,12.0,-4.0,0,0,0,0.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0
77,78,2023,2023-10-29,7,8,Derrick Henry,29.298,TEN,ATL,W 28-23,22,101,0,4,56,2.5,45,2.0,0,0,4,4,21,0,1,-10,-2.5,31,7.8,-2.5,0,0,0,0.0,0,88.5,0,0,0,0,0,0,0,0,0,0,0
78,79,2023,2023-11-02,8,9,Derrick Henry,29.302,TEN,PIT,L 16-20,17,75,1,5,47,2.8,28,1.6,1,17.0,4,3,27,0,1,-9,-3.0,36,12.0,-2.3,0,0,0,0.0,0,92.7,0,0,0,0,0,0,0,0,0,0,0
79,80,2023,2023-11-12,9,10,Derrick Henry,29.312,TEN,TAM,L 6-20,11,24,0,1,16,1.5,8,0.7,0,0,1,1,-4,0,0,-6,-6.0,2,2.0,-6.0,0,0,0,0.0,0,79.2,0,0,0,0,0,0,0,0,0,0,0
80,81,2023,2023-11-19,10,11,Derrick Henry,29.319,TEN,JAX,L 14-34,10,38,0,2,30,3.0,8,0.8,0,0,2,1,6,0,0,-5,-5.0,11,11.0,-6.5,0,0,0,0.0,0,56.2,0,0,0,0,0,0,0,0,0,0,0
81,82,2023,2023-11-26,11,12,Derrick Henry,29.326,TEN,CAR,W 17-10,18,76,2,6,9,0.5,67,3.7,5,3.6,2,1,0,0,0,0,0.0,0,0.0,-4.0,0,0,0,0.0,0,56.2,0,0,0,0,0,0,0,0,0,0,0
82,83,2023,2023-12-03,12,13,Derrick Henry,29.333,TEN,IND,L 28-31,21,102,2,7,64,3.0,38,1.8,1,21.0,2,1,18,0,1,0,0.0,18,18.0,1.5,0,0,1,50.0,0,81.2,0,0,0,0,0,0,0,0,0,0,0
83,84,2023,2023-12-11,13,14,Derrick Henry,29.341,TEN,MIA,W 28-27,17,34,2,3,20,1.2,14,0.8,1,17.0,2,1,17,0,1,17,17.0,0,0.0,2.0,0,0,0,0.0,0,79.2,0,0,0,0,0,0,0,0,0,0,0
84,85,2023,2023-12-17,14,15,Derrick Henry,29.347,TEN,HOU,L 16-19,16,9,0,2,-6,-0.4,15,0.9,1,16.0,4,4,1,0,0,-3,-0.8,4,1.0,-0.8,0,0,0,0.0,0,79.2,0,0,0,0,0,0,0,0,0,0,0
85,86,2023,2023-12-24,15,16,Derrick Henry,29.354,TEN,SEA,L 17-20,19,88,1,5,47,2.5,41,2.2,2,9.5,1,1,11,0,1,-8,-8.0,19,19.0,-8.0,1,1.0,0,0.0,0,112.5,1,1,100.00,12,1,0,156.2,0,0,12.00,32.00
86,87,2023,2023-12-31,16,17,Derrick Henry,29.361,TEN,HOU,L 3-26,12,42,0,2,7,0.6,35,2.9,2,6.0,1,0,0,0,0,0,0,0,0,2.0,0,0,0,0.0,0,39.6,0,0,0,0,0,0,0,0,0,0,0
87,88,2023,2024-01-07,17,18,Derrick Henry,30.003,TEN,JAX,W 28-20,19,153,1,6,47,2.5,106,5.6,2,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,89,2024,2024-09-05,1,1,Derrick Henry,30.245,BAL,KAN,L 20-27,13,46,1,5,18,1.4,28,2.2,2,6.5,2,0,0,0,0,0,0,0,0,-5.0,0,0,0,0.0,0,39.6,0,0,0,0,0,0,0,0,0,0,0
89,90,2024,2024-09-15,2,2,Derrick Henry,30.255,BAL,LVR,L 23-26,18,84,1,3,27,1.5,57,3.2,1,18.0,1,1,12,0,1,0,0.0,12,12.0,0.0,1,1.0,0,0.0,0,116.7,0,0,0,0,0,0,0,0,0,0,0
90,91,2024,2024-09-22,3,3,Derrick Henry,30.262,BAL,DAL,W 28-25,25,151,2,8,71,2.8,80,3.2,5,5.0,1,1,23,0,1,-4,-4.0,27,27.0,-4.0,1,1.0,0,0.0,0,118.7,0,0,0,0,0,0,0,0,0,0,0
91,92,2024,2024-09-29,4,4,Derrick Henry,30.269,BAL,BUF,W 35-10,24,199,1,8,154,6.4,45,1.9,1,24.0,3,3,10,1,1,1,0.3,9,3.0,0.3,0,0,0,0.0,0,120.1,0,0,0,0,0,0,0,0,0,0,0
92,93,2024,2024-10-06,5,5,Derrick Henry,30.276,BAL,CIN,W 41-38,15,92,1,6,58,3.9,34,2.3,2,7.5,1,1,4,0,0,-6,-6.0,10,10.0,-6.0,0,0,0,0.0,0,83.3,0,0,0,0,0,0,0,0,0,0,0
93,94,2024,2024-10-13,6,6,Derrick Henry,30.283,BAL,WAS,W 30-23,24,132,2,6,71,3.0,61,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,95,2024,2024-10-21,7,7,Derrick Henry,30.291,BAL,TAM,W 41-31,15,169,0,3,106,7.1,63,4.2,0,0,1,1,13,1,1,4,4.0,9,9.0,4.0,0,0,0,0.0,0,158.3,0,0,0,0,0,0,0,0,0,0,0
95,96,2024,2024-10-27,8,8,Derrick Henry,30.297,BAL,CLE,L 24-29,11,73,1,2,21,1.9,52,4.7,0,0,1,1,4,0,0,-6,-6.0,10,10.0,-6.0,0,0,0,0.0,0,83.3,0,0,0,0,0,0,0,0,0,0,0
96,97,2024,2024-11-03,9,9,Derrick Henry,30.304,BAL,DEN,W 41-10,23,106,2,5,49,2.1,57,2.5,5,4.6,1,1,27,0,1,-7,-7.0,34,34.0,-7.0,0,0,0,0.0,0,118.7,0,0,0,0,0,0,0,0,0,0,0
97,98,2024,2024-11-07,10,10,Derrick Henry,30.308,BAL,CIN,W 35-34,16,68,1,3,32,2.0,36,2.3,0,0,1,1,3,0,0,-5,-5.0,8,8.0,-5.0,0,0,0,0.0,0,79.2,0,0,0,0,0,0,0,0,0,0,0
98,99,2024,2024-11-17,11,11,Derrick Henry,30.318,BAL,PIT,L 16-18,13,65,1,3,40,3.1,25,1.9,1,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,100,2024,2024-11-25,12,12,Derrick Henry,30.326,BAL,LAC,W 30-23,24,140,0,9,66,2.8,74,3.1,5,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,101,2024,2024-12-01,13,13,Derrick Henry,30.332,BAL,PHI,L 19-24,19,82,0,4,23,1.2,59,3.1,6,3.2,3,3,29,0,2,3,1.0,26,8.7,1.0,0,0,0,0.0,0,106.9,0,0,0,0,0,0,0,0,0,0,0
101,102,2024,2024-12-15,14,15,Derrick Henry,30.346,BAL,NYG,W 35-14,14,67,0,5,30,2.1,37,2.6,3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,2024,2024-12-21,15,16,Derrick Henry,30.352,BAL,PIT,W 34-17,24,162,0,8,110,4.6,52,2.2,3,8.0,2,2,27,0,1,-4,-2.0,31,15.5,-2.0,2,1.0,0,0.0,0,118.7,0,0,0,0,0,0,0,0,0,0,0
103,104,2024,2024-12-25,16,17,Derrick Henry,30.356,BAL,HOU,W 31-2,27,147,1,11,65,2.4,82,3.0,8,3.4,2,2,18,0,1,1,0.5,17,8.5,0.5,4,0.5,0,0.0,0,104.2,0,0,0,0,0,0,0,0,0,0,0
104,105,2024,2025-01-04,17,18,Derrick Henry,31.000,BAL,CLE,W 35-10,20,138,2,5,71,3.6,67,3.4,0,0,3,2,23,0,2,0,0.0,23,11.5,2.7,0,0,1,33.3,0,89.6,0,0,0,0,0,0,0,0,0,0,0
0,1,2023,2023-09-07,1,1,Jahmyr Gibbs,21.171,DET,KAN,W 21-20,7,42,0,2,19,2.7,23,3.3,6,1.2,2,2,18,0,1,-6,-3.0,24,12.0,-3.0,0,0,0,0.0,0,104.2,,,,,,,,,,,
1,2,2023,2023-09-17,2,2,Jahmyr Gibbs,21.181,DET,SEA,L 31-37,7,17,0,1,12,1.7,5,0.7,0,0,9,7,39,0,2,15,2.1,24,3.4,3.0,0,0,1,11.1,1,45.1,,,,,,,,,,,
2,3,2023,2023-09-24,3,3,Jahmyr Gibbs,21.188,DET,ATL,W 20-6,17,80,0,3,46,2.7,34,2.0,0,0,2,1,2,0,0,2,2.0,0,0.0,-2.0,0,0,0,0.0,0,56.2,,,,,,,,,,,
3,4,2023,2023-09-28,4,4,Jahmyr Gibbs,21.192,DET,GNB,W 34-20,8,40,0,2,32,4.0,8,1.0,0,0,5,4,11,0,1,8,2.0,3,0.8,0.2,0,0,1,20.0,0,79.2,,,,,,,,,,,
4,5,2023,2023-10-22,7,7,Jahmyr Gibbs,21.216,DET,BAL,L 6-38,11,68,1,3,47,4.3,21,1.9,1,11.0,10,9,58,0,3,1,0.1,57,6.3,0.4,0,0,0,0.0,0,90.8,,,,,,,,,,,
5,6,2023,2023-10-30,8,8,Jahmyr Gibbs,21.224,DET,LVR,W 26-14,26,152,1,5,73,2.8,79,3.0,3,8.7,5,5,37,0,4,-7,-1.4,44,8.8,-1.4,3,1.7,0,0.0,0,97.5,,,,,,,,,,,
6,7,2023,2023-11-12,9,10,Jahmyr Gibbs,21.237,DET,LAC,W 41-38,14,77,2,4,30,2.1,47,3.4,0,0,5,3,35,0,2,-1,-0.3,36,12.0,1.2,0,0,2,40.0,0,81.2,,,,,,,,,,,
7,8,2023,2023-11-19,10,11,Jahmyr Gibbs,21.244,DET,CHI,W 31-26,8,36,1,3,27,3.4,9,1.1,0,0,6,6,59,0,3,11,1.8,48,8.0,1.8,2,3.0,0,0.0,0,107.6,,,,,,,,,,,
8,9,2023,2023-11-23,11,12,Jahmyr Gibbs,21.248,DET,GNB,L 22-29,11,54,0,2,45,4.1,9,0.8,0,0,8,4,19,0,1,7,1.8,12,3.0,1.9,0,0,0,0.0,0,56.2,,,,,,,,,,,
9,10,2023,2023-12-03,12,13,Jahmyr Gibbs,21.258,DET,NOR,W 33-28,8,60,0,1,17,2.1,43,5.4,0,0,2,1,-6,0,0,-8,-8.0,2,2.0,-5.0,0,0,0,0.0,0,56.2,,,,,,,,,,,
10,11,2023,2023-12-10,13,14,Jahmyr Gibbs,21.265,DET,CHI,L 13-28,11,66,1,3,59,5.4,7,0.6,1,11.0,4,3,16,0,1,-4,-1.3,20,6.7,-2.0,0,0,1,25.0,0,81.2,,,,,,,,,,,
11,12,2023,2023-12-16,14,15,Jahmyr Gibbs,21.271,DET,DEN,W 42-17,11,100,1,5,44,4.0,56,5.1,3,3.7,2,2,8,1,1,3,1.5,5,2.5,1.5,0,0,0,0.0,0,122.9,,,,,,,,,,,
12,13,2023,2023-12-24,15,16,Jahmyr Gibbs,21.279,DET,MIN,W 30-24,15,80,2,3,23,1.5,57,3.8,5,3.0,7,4,20,0,1,-14,-3.5,34,8.5,-2.9,2,2.0,2,28.6,0,62.2,,,,,,,,,,,
